"Status","Year","Parent_department","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions","London","Female","Heterosexual / straight","4125","3845","33390","31060"
"In post","2021","Department for Work and Pensions","London","Female","LGBO","215","205","33460","31060"
"In post","2021","Department for Work and Pensions","London","Female","Undeclared","530","470","31920","31060"
"In post","2021","Department for Work and Pensions","London","Female","Unknown","1645","1430","32500","31060"
"In post","2021","Department for Work and Pensions","London","Male","Heterosexual / straight","2290","2245","35200","31060"
"In post","2021","Department for Work and Pensions","London","Male","LGBO","220","220","36980","31060"
"In post","2021","Department for Work and Pensions","London","Male","Undeclared","260","250","34550","31060"
"In post","2021","Department for Work and Pensions","London","Male","Unknown","890","870","35100","31060"
"In post","2021","Department for Work and Pensions","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Outside London","Female","Heterosexual / straight","35430","30695","27100","27570"
"In post","2021","Department for Work and Pensions","Outside London","Female","LGBO","1510","1415","27170","27570"
"In post","2021","Department for Work and Pensions","Outside London","Female","Undeclared","4240","3605","26580","27570"
"In post","2021","Department for Work and Pensions","Outside London","Female","Unknown","12570","10275","25820","27570"
"In post","2021","Department for Work and Pensions","Outside London","Male","Heterosexual / straight","18095","17395","28740","27570"
"In post","2021","Department for Work and Pensions","Outside London","Male","LGBO","1755","1700","27220","27570"
"In post","2021","Department for Work and Pensions","Outside London","Male","Undeclared","2515","2390","28940","27570"
"In post","2021","Department for Work and Pensions","Outside London","Male","Unknown","6335","5985","27650","27570"
"In post","2021","Department for Work and Pensions","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Female","Heterosexual / straight","400","370","29870","27570"
"In post","2021","Department for Work and Pensions","Unknown","Female","LGBO","20","15","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Female","Undeclared","45","40","29160","27570"
"In post","2021","Department for Work and Pensions","Unknown","Female","Unknown","105","90","30980","27570"
"In post","2021","Department for Work and Pensions","Unknown","Male","Heterosexual / straight","210","205","30840","27570"
"In post","2021","Department for Work and Pensions","Unknown","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Male","Undeclared","30","25","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Male","Unknown","60","60","33360","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","London","Female","Heterosexual / straight","2305","2150","45380","40470"
"In post","2021","Department of Health and Social Care","London","Female","LGBO","135","130","43520","38980"
"In post","2021","Department of Health and Social Care","London","Female","Undeclared","320","290","46250","40070"
"In post","2021","Department of Health and Social Care","London","Female","Unknown","1345","1280","48470","41030"
"In post","2021","Department of Health and Social Care","London","Male","Heterosexual / straight","1130","1085","49810","43270"
"In post","2021","Department of Health and Social Care","London","Male","LGBO","155","150","50230","46860"
"In post","2021","Department of Health and Social Care","London","Male","Undeclared","175","160","52910","52610"
"In post","2021","Department of Health and Social Care","London","Male","Unknown","860","850","51870","52610"
"In post","2021","Department of Health and Social Care","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Outside London","Female","Heterosexual / straight","2345","2115","38820","35400"
"In post","2021","Department of Health and Social Care","Outside London","Female","LGBO","95","90","33640","28970"
"In post","2021","Department of Health and Social Care","Outside London","Female","Undeclared","335","295","41160","36820"
"In post","2021","Department of Health and Social Care","Outside London","Female","Unknown","805","735","43240","37890"
"In post","2021","Department of Health and Social Care","Outside London","Male","Heterosexual / straight","1030","1000","45140","37850"
"In post","2021","Department of Health and Social Care","Outside London","Male","LGBO","85","80","39240","30600"
"In post","2021","Department of Health and Social Care","Outside London","Male","Undeclared","170","155","48010","40070"
"In post","2021","Department of Health and Social Care","Outside London","Male","Unknown","470","460","47950","42480"
"In post","2021","Department of Health and Social Care","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Female","Heterosexual / straight","60","50","53540","62360"
"In post","2021","ESTYN","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","ESTYN","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Male","Heterosexual / straight","40","40","65060","74730"
"In post","2021","ESTYN","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","Female","Heterosexual / straight","165","160","43160","40350"
"In post","2021","Food Standards Agency","London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","London","Female","Undeclared","35","35","41760","40960"
"In post","2021","Food Standards Agency","London","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Food Standards Agency","London","Male","Heterosexual / straight","160","155","41880","40350"
"In post","2021","Food Standards Agency","London","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Food Standards Agency","London","Male","Undeclared","35","35","43780","40960"
"In post","2021","Food Standards Agency","London","Male","Unknown","35","35","40040","34000"
"In post","2021","Food Standards Agency","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Female","Heterosexual / straight","220","215","36150","37350"
"In post","2021","Food Standards Agency","Outside London","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Female","Unknown","45","45","36320","30810"
"In post","2021","Food Standards Agency","Outside London","Male","Heterosexual / straight","315","310","35280","30810"
"In post","2021","Food Standards Agency","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Male","Undeclared","30","30","33570","29090"
"In post","2021","Food Standards Agency","Outside London","Male","Unknown","190","180","29670","26750"
"In post","2021","Food Standards Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","Female","Heterosexual / straight","1605","1545","47820","41740"
"In post","2021","Foreign, Commonwealth and Development Office","London","Female","LGBO","65","65","43530","38600"
"In post","2021","Foreign, Commonwealth and Development Office","London","Female","Undeclared","145","140","48120","41770"
"In post","2021","Foreign, Commonwealth and Development Office","London","Female","Unknown","425","410","48320","46050"
"In post","2021","Foreign, Commonwealth and Development Office","London","Male","Heterosexual / straight","1295","1285","51390","48110"
"In post","2021","Foreign, Commonwealth and Development Office","London","Male","LGBO","140","140","52980","54390"
"In post","2021","Foreign, Commonwealth and Development Office","London","Male","Undeclared","190","190","50570","46190"
"In post","2021","Foreign, Commonwealth and Development Office","London","Male","Unknown","390","385","49590","50840"
"In post","2021","Foreign, Commonwealth and Development Office","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Female","Heterosexual / straight","755","715","37400","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Female","LGBO","40","40","33560","32710"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Female","Undeclared","55","50","36280","31000"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Female","Unknown","185","180","36700","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Male","Heterosexual / straight","755","730","39860","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Male","LGBO","35","35","36410","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Male","Undeclared","65","60","40320","39630"
