"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","Other","Male","80","80","42320","34940"
"In post","2021","Department for International Trade","Planning","Female","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Planning","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Policy","Female","100","95","44780","38540"
"In post","2021","Department for International Trade","Policy","Male","120","120","46330","40140"
"In post","2021","Department for International Trade","Project Delivery","Female","30","30","48880","51970"
"In post","2021","Department for International Trade","Project Delivery","Male","40","40","43260","38540"
"In post","2021","Department for International Trade","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Property","Male","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","Female","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Security","Male","20","20","[c]","[c]"
"In post","2021","Department for International Trade","Social Research","Female","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Social Research","Male","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Statistics","Female","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Department for Transport","Commercial","Female","145","130","36710","32180"
"In post","2021","Department for Transport","Commercial","Male","145","140","40960","35430"
"In post","2021","Department for Transport","Communications","Female","175","160","36680","33350"
"In post","2021","Department for Transport","Communications","Male","120","120","39500","36410"
"In post","2021","Department for Transport","Corporate Finance","Female","10","10","[c]","[c]"
"In post","2021","Department for Transport","Corporate Finance","Male","20","20","[c]","[c]"
"In post","2021","Department for Transport","Counter Fraud","Female","25","25","[c]","[c]"
"In post","2021","Department for Transport","Counter Fraud","Male","35","35","31930","28620"
"In post","2021","Department for Transport","Digital, Data and Technology","Female","330","315","35620","32180"
"In post","2021","Department for Transport","Digital, Data and Technology","Male","825","820","40870","39040"
"In post","2021","Department for Transport","Economics","Female","60","55","48160","54110"
"In post","2021","Department for Transport","Economics","Male","110","110","47520","54110"
"In post","2021","Department for Transport","Finance","Female","230","215","37900","33350"
"In post","2021","Department for Transport","Finance","Male","240","235","44220","42480"
"In post","2021","Department for Transport","Human Resources","Female","295","275","37440","33350"
"In post","2021","Department for Transport","Human Resources","Male","110","110","36730","33130"
"In post","2021","Department for Transport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","Female","10","10","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","Male","5","5","[c]","[c]"
"In post","2021","Department for Transport","International Trade","Female","10","10","[c]","[c]"
"In post","2021","Department for Transport","International Trade","Male","15","15","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","Female","40","40","36380","33860"
"In post","2021","Department for Transport","Knowledge and Information Management","Male","40","40","35650","33350"
"In post","2021","Department for Transport","Legal","Female","5","5","[c]","[c]"
"In post","2021","Department for Transport","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","Female","40","30","74080","86300"
"In post","2021","Department for Transport","Medicine","Male","20","20","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","Female","4325","3620","23440","21590"
"In post","2021","Department for Transport","Operational Delivery","Male","4985","4760","28260","26780"
"In post","2021","Department for Transport","Operational Research","Female","35","35","37000","34710"
"In post","2021","Department for Transport","Operational Research","Male","35","35","34190","33350"
"In post","2021","Department for Transport","Other","Female","250","240","35430","30540"
"In post","2021","Department for Transport","Other","Male","280","260","47850","33390"
"In post","2021","Department for Transport","Policy","Female","605","575","43210","40080"
"In post","2021","Department for Transport","Policy","Male","760","750","45520","42520"
"In post","2021","Department for Transport","Project Delivery","Female","300","290","46250","42470"
"In post","2021","Department for Transport","Project Delivery","Male","345","345","52190","49360"
"In post","2021","Department for Transport","Property","Female","75","70","31200","26780"
"In post","2021","Department for Transport","Property","Male","85","80","35580","31860"
"In post","2021","Department for Transport","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","Male","135","130","45440","43360"
"In post","2021","Department for Transport","Security","Female","100","95","40990","37220"
"In post","2021","Department for Transport","Security","Male","190","190","38070","35980"
"In post","2021","Department for Transport","Social Research","Female","30","25","[c]","[c]"
"In post","2021","Department for Transport","Social Research","Male","15","15","[c]","[c]"
"In post","2021","Department for Transport","Statistics","Female","55","55","45950","42890"
"In post","2021","Department for Transport","Statistics","Male","65","60","44270","42470"
"In post","2021","Department for Transport","Unknown","Female","95","95","48650","42470"
"In post","2021","Department for Transport","Unknown","Male","110","110","56500","54110"
"In post","2021","Department for Work and Pensions","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","Male","20","20","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","Female","15","15","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","Male","20","20","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","Female","20","20","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","Male","35","35","41820","37170"
"In post","2021","Department for Work and Pensions","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Finance","Female","15","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Finance","Male","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Human Resources","Female","30","30","45740","40170"
"In post","2021","Department for Work and Pensions","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Legal","Female","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Legal","Male","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Operational Delivery","Female","880","800","37610","31710"
"In post","2021","Department for Work and Pensions","Operational Delivery","Male","845","825","50450","46320"
"In post","2021","Department for Work and Pensions","Policy","Female","45","40","45100","41200"
"In post","2021","Department for Work and Pensions","Policy","Male","35","35","51210","50240"
"In post","2021","Department for Work and Pensions","Project Delivery","Female","35","30","36550","34400"
"In post","2021","Department for Work and Pensions","Project Delivery","Male","15","15","[c]","[c]"
"In post","2021","Department for Work and Pensions","Property","Female","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Property","Male","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Science and Engineering","Female","215","190","38210","35910"
"In post","2021","Department for Work and Pensions","Science and Engineering","Male","250","240","41820","39390"
"In post","2021","Department for Work and Pensions","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Statistics","Female","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Statistics","Male","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Female","59535","51285","27230","27570"
"In post","2021","Department for Work and Pensions","Unknown","Male","31415","30130","28440","27570"
"In post","2021","Department of Health and Social Care","Commercial","Female","135","130","45170","40650"
"In post","2021","Department of Health and Social Care","Commercial","Male","105","105","50240","40650"
"In post","2021","Department of Health and Social Care","Communications","Female","190","180","43530","37830"
