"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Mixed","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Heterosexual / straight","65","55","29240","27570"
"In post","2021","60-64","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Unknown","20","10","[c]","[c]"
"In post","2021","60-64","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","Heterosexual / straight","40","35","31860","25630"
"In post","2021","60-64","Other ethnicity","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Finance","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
