"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","110","105","45660","51360"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","160","145","22690","20420"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","40","35","33520","26050"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Heterosexual / straight","250","230","39050","33290"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","LGBO","45","45","34500","28590"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Heterosexual / straight","95","90","32450","30080"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Unknown","30","30","29870","24130"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","105","95","27380","25880"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","55","50","24500","21050"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
