"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","Attorney General's Departments","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","Female","40","[c]","22580","22080"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","HM Land Registry","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","Ministry of Justice","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","Ministry of Justice","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","160","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","95","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Home Office","Female","55","[c]","27960","27760"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Home Office","Male","60","[c]","28230","27760"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
