"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","Unknown","EO","25","[c]","27640","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6","15","[c]","64500","64290"
"Leaver Dept.","2021","Unknown","Unknown","G7","35","[c]","55340","54700"
"Leaver Dept.","2021","Unknown","Unknown","HEO","545","[c]","31520","32000"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","10","[c]","83360","74670"
"Leaver Dept.","2021","Unknown","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","EO","15","[c]","28360","28350"
"New entrant CS","2021","Commercial","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","G7","20","[c]","54240","53680"
"New entrant CS","2021","Commercial","London","HEO","20","[c]","34630","34710"
"New entrant CS","2021","Commercial","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","SEO","40","[c]","40990","40650"
"New entrant CS","2021","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","AO","30","[c]","20880","20920"
"New entrant CS","2021","Commercial","Outside London","EO","75","[c]","24410","25000"
"New entrant CS","2021","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","G7","30","[c]","52730","49930"
"New entrant CS","2021","Commercial","Outside London","HEO","75","[c]","30750","29950"
"New entrant CS","2021","Commercial","Outside London","SEO","105","[c]","39490","38640"
"New entrant CS","2021","Commercial","Outside London","Unknown","30","[c]","34330","26670"
"New entrant CS","2021","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","AO","25","[c]","23210","23640"
"New entrant CS","2021","Communications","London","EO","90","[c]","27450","27270"
"New entrant CS","2021","Communications","London","G6","15","[c]","68080","66610"
"New entrant CS","2021","Communications","London","G7","40","[c]","55960","54700"
"New entrant CS","2021","Communications","London","HEO","80","[c]","34860","34710"
"New entrant CS","2021","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","SEO","50","[c]","42980","42710"
"New entrant CS","2021","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","AO","20","[c]","20300","20920"
"New entrant CS","2021","Communications","Outside London","EO","50","[c]","24830","25000"
"New entrant CS","2021","Communications","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","G7","15","[c]","49200","49410"
"New entrant CS","2021","Communications","Outside London","HEO","45","[c]","31070","30340"
"New entrant CS","2021","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO","25","[c]","39980","39310"
"New entrant CS","2021","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","15","[c]","26590","26090"
"New entrant CS","2021","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","HEO","20","[c]","31450","31000"
"New entrant CS","2021","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AO","15","[c]","22060","23060"
"New entrant CS","2021","Digital, Data and Technology","London","EO","45","[c]","28500","28080"
"New entrant CS","2021","Digital, Data and Technology","London","G6","20","[c]","74970","72630"
"New entrant CS","2021","Digital, Data and Technology","London","G7","190","[c]","59600","58000"
"New entrant CS","2021","Digital, Data and Technology","London","HEO","120","[c]","34290","33000"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","20","[c]","93870","92640"
"New entrant CS","2021","Digital, Data and Technology","London","SEO","155","[c]","42860","42100"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA","15","[c]","21310","21040"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AO","60","[c]","21200","20920"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","325","[c]","25950","25560"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6","45","[c]","68250","66000"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G7","230","[c]","53530","52580"
"New entrant CS","2021","Digital, Data and Technology","Outside London","HEO","280","[c]","31810","31810"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO","305","[c]","40250","38630"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AO","50","[c]","23310","24120"
"New entrant CS","2021","Economics","London","EO","50","[c]","27380","27680"
"New entrant CS","2021","Economics","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G7","25","[c]","55820","53820"
"New entrant CS","2021","Economics","London","HEO","265","[c]","33090","32790"
"New entrant CS","2021","Economics","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","AO","30","[c]","19210","19130"
"New entrant CS","2021","Economics","Outside London","EO","15","[c]","23130","23050"
"New entrant CS","2021","Economics","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","HEO","20","[c]","31350","31810"
"New entrant CS","2021","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","45","[c]","27210","27270"
"New entrant CS","2021","Finance","London","G6","15","[c]","67920","68540"
"New entrant CS","2021","Finance","London","G7","35","[c]","58240","57730"
"New entrant CS","2021","Finance","London","HEO","85","[c]","34630","32790"
"New entrant CS","2021","Finance","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO","55","[c]","42170","40650"
"New entrant CS","2021","Finance","Outside London","AA","10","[c]","18360","18060"
"New entrant CS","2021","Finance","Outside London","AO","75","[c]","20600","20780"
"New entrant CS","2021","Finance","Outside London","EO","130","[c]","23940","25000"
"New entrant CS","2021","Finance","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G7","40","[c]","53200","52450"
"New entrant CS","2021","Finance","Outside London","HEO","90","[c]","31750","31810"
"New entrant CS","2021","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO","95","[c]","39750","38980"
"New entrant CS","2021","Finance","Outside London","Unknown","10","[c]","42410","45000"
"New entrant CS","2021","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AO","20","[c]","22780","23320"
"New entrant CS","2021","Human Resources","London","EO","70","[c]","27520","27270"
"New entrant CS","2021","Human Resources","London","G6","15","[c]","68900","70000"
"New entrant CS","2021","Human Resources","London","G7","30","[c]","56400","56510"
"New entrant CS","2021","Human Resources","London","HEO","65","[c]","34140","33960"
"New entrant CS","2021","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO","35","[c]","41240","41950"
"New entrant CS","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA","15","[c]","18820","19560"
"New entrant CS","2021","Human Resources","Outside London","AO","125","[c]","20770","20920"
"New entrant CS","2021","Human Resources","Outside London","EO","105","[c]","24800","25000"
"New entrant CS","2021","Human Resources","Outside London","G6","20","[c]","65990","63960"
"New entrant CS","2021","Human Resources","Outside London","G7","50","[c]","52170","52580"
"New entrant CS","2021","Human Resources","Outside London","HEO","100","[c]","30750","30440"
"New entrant CS","2021","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO","55","[c]","38270","38000"
"New entrant CS","2021","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G7","15","[c]","73360","75500"
"New entrant CS","2021","Inspector of Education and Training","London","SEO","10","[c]","48360","46360"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G7","40","[c]","73520","75500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO","25","[c]","48480","46360"
"New entrant CS","2021","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","EO","15","[c]","28670","28700"
"New entrant CS","2021","Intelligence Analysis","London","G6","20","[c]","66780","66230"
"New entrant CS","2021","Intelligence Analysis","London","G7","25","[c]","53810","53360"
"New entrant CS","2021","Intelligence Analysis","London","HEO","15","[c]","34710","33400"
"New entrant CS","2021","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","55","[c]","25670","24890"
"New entrant CS","2021","Intelligence Analysis","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","HEO","10","[c]","31410","31920"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO","20","[c]","40400","39290"
"New entrant CS","2021","International Trade","London","AO","15","[c]","18200","18200"
"New entrant CS","2021","International Trade","London","EO","20","[c]","26480","26250"
"New entrant CS","2021","International Trade","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","G7","10","[c]","50070","51710"
"New entrant CS","2021","International Trade","London","HEO","50","[c]","32050","31800"
"New entrant CS","2021","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SEO","15","[c]","38760","38160"
"New entrant CS","2021","International Trade","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","HEO","15","[c]","31620","31800"
"New entrant CS","2021","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","HEO","15","[c]","32140","32330"
"New entrant CS","2021","Knowledge and Information Management","London","SEO","15","[c]","41320","40460"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AO","20","[c]","20780","20920"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","35","[c]","24370","25020"
"New entrant CS","2021","Knowledge and Information Management","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","HEO","40","[c]","30990","30600"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO","20","[c]","41940","40000"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","55","[c]","29110","29280"
"New entrant CS","2021","Legal","London","G6","25","[c]","70050","70670"
"New entrant CS","2021","Legal","London","G7","190","[c]","53430","51250"
"New entrant CS","2021","Legal","London","HEO","105","[c]","38500","43920"
"New entrant CS","2021","Legal","London","SEO","30","[c]","37310","36800"
"New entrant CS","2021","Legal","Outside London","EO","100","[c]","25590","25560"
"New entrant CS","2021","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","G7","205","[c]","51540","50520"
"New entrant CS","2021","Legal","Outside London","HEO","165","[c]","32160","38000"
"New entrant CS","2021","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO","50","[c]","34100","33550"
"New entrant CS","2021","Legal","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","30","[c]","91720","84670"
"New entrant CS","2021","Medicine","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AO","45","[c]","21370","21240"
"New entrant CS","2021","Medicine","Outside London","EO","60","[c]","29710","30620"
"New entrant CS","2021","Medicine","Outside London","G6","25","[c]","85350","83320"
"New entrant CS","2021","Medicine","Outside London","G7","65","[c]","69290","74110"
"New entrant CS","2021","Medicine","Outside London","HEO","85","[c]","34980","33780"
"New entrant CS","2021","Medicine","Outside London","SCS level","30","[c]","93910","82100"
"New entrant CS","2021","Medicine","Outside London","SEO","30","[c]","40280","40000"
"New entrant CS","2021","Medicine","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","AA","225","[c]","21460","20330"
"New entrant CS","2021","Operational Delivery","London","AO","1180","[c]","24830","22680"
"New entrant CS","2021","Operational Delivery","London","EO","770","[c]","28550","27660"
"New entrant CS","2021","Operational Delivery","London","G6","45","[c]","68410","66360"
"New entrant CS","2021","Operational Delivery","London","G7","170","[c]","55400","53380"
"New entrant CS","2021","Operational Delivery","London","HEO","480","[c]","33680","32420"
"New entrant CS","2021","Operational Delivery","London","SCS level","15","[c]","99290","98450"
"New entrant CS","2021","Operational Delivery","London","SEO","345","[c]","40550","40070"
"New entrant CS","2021","Operational Delivery","London","Unknown","255","[c]","26280","26810"
"New entrant CS","2021","Operational Delivery","Outside London","AA","1610","[c]","19530","20600"
"New entrant CS","2021","Operational Delivery","Outside London","AO","6405","[c]","21870","21430"
"New entrant CS","2021","Operational Delivery","Outside London","EO","1955","[c]","26010","24880"
"New entrant CS","2021","Operational Delivery","Outside London","G6","25","[c]","65440","64420"
"New entrant CS","2021","Operational Delivery","Outside London","G7","155","[c]","51720","50730"
"New entrant CS","2021","Operational Delivery","Outside London","HEO","730","[c]","31600","30820"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","20","[c]","105440","1e+05"
"New entrant CS","2021","Operational Delivery","Outside London","SEO","415","[c]","38280","36690"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","1195","[c]","22310","22920"
"New entrant CS","2021","Operational Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","10","[c]","29350","28950"
"New entrant CS","2021","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","HEO","55","[c]","34900","36090"
"New entrant CS","2021","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","HEO","15","[c]","30970","31680"
"New entrant CS","2021","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","AA","35","[c]","21460","22210"
"New entrant CS","2021","Other","London","AO","70","[c]","23230","23850"
"New entrant CS","2021","Other","London","EO","265","[c]","27410","27400"
"New entrant CS","2021","Other","London","G6","20","[c]","72630","68720"
"New entrant CS","2021","Other","London","G7","45","[c]","56680","57430"
"New entrant CS","2021","Other","London","HEO","100","[c]","34100","35050"
"New entrant CS","2021","Other","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SEO","60","[c]","41440","41950"
"New entrant CS","2021","Other","Outside London","AA","195","[c]","19010","18760"
"New entrant CS","2021","Other","Outside London","AO","400","[c]","21100","20920"
"New entrant CS","2021","Other","Outside London","EO","365","[c]","24200","24880"
"New entrant CS","2021","Other","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","G7","30","[c]","58450","55000"
"New entrant CS","2021","Other","Outside London","HEO","135","[c]","31060","30950"
"New entrant CS","2021","Other","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SEO","55","[c]","38820","38670"
"New entrant CS","2021","Other","Outside London","Unknown","10","[c]","38610","38700"
"New entrant CS","2021","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","HEO","15","[c]","37020","33000"
"New entrant CS","2021","Other","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","AO","50","[c]","22540","22960"
"New entrant CS","2021","Policy","London","EO","455","[c]","27050","27680"
"New entrant CS","2021","Policy","London","G6","80","[c]","67560","66230"
"New entrant CS","2021","Policy","London","G7","360","[c]","54580","53380"
"New entrant CS","2021","Policy","London","HEO","1205","[c]","33200","33210"
"New entrant CS","2021","Policy","London","SCS level","55","[c]","92870","85000"
"New entrant CS","2021","Policy","London","SEO","310","[c]","40580","40050"
"New entrant CS","2021","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","AO","45","[c]","20560","20500"
"New entrant CS","2021","Policy","Outside London","EO","140","[c]","24510","24920"
"New entrant CS","2021","Policy","Outside London","G6","35","[c]","62440","62400"
"New entrant CS","2021","Policy","Outside London","G7","120","[c]","50720","49530"
"New entrant CS","2021","Policy","Outside London","HEO","295","[c]","30050","29360"
"New entrant CS","2021","Policy","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","SEO","170","[c]","37270","36550"
"New entrant CS","2021","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","AO","10","[c]","23310","22520"
"New entrant CS","2021","Project Delivery","London","EO","40","[c]","27690","28180"
"New entrant CS","2021","Project Delivery","London","G6","20","[c]","67580","66120"
"New entrant CS","2021","Project Delivery","London","G7","45","[c]","55450","55000"
"New entrant CS","2021","Project Delivery","London","HEO","110","[c]","34310","34710"
"New entrant CS","2021","Project Delivery","London","SCS level","10","[c]","101060","88000"
"New entrant CS","2021","Project Delivery","London","SEO","70","[c]","42010","41950"
"New entrant CS","2021","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","AO","40","[c]","21380","20920"
"New entrant CS","2021","Project Delivery","Outside London","EO","195","[c]","24510","26130"
"New entrant CS","2021","Project Delivery","Outside London","G6","30","[c]","65620","64220"
"New entrant CS","2021","Project Delivery","Outside London","G7","95","[c]","51690","52580"
"New entrant CS","2021","Project Delivery","Outside London","HEO","220","[c]","31790","33000"
"New entrant CS","2021","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","SEO","230","[c]","39260","40000"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","EO","25","[c]","27950","27880"
"New entrant CS","2021","Property","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO","10","[c]","42600","43340"
"New entrant CS","2021","Property","Outside London","AA","50","[c]","18240","18760"
"New entrant CS","2021","Property","Outside London","AO","20","[c]","20920","20920"
"New entrant CS","2021","Property","Outside London","EO","110","[c]","25050","24820"
"New entrant CS","2021","Property","Outside London","G6","15","[c]","65920","66010"
"New entrant CS","2021","Property","Outside London","G7","35","[c]","51760","49860"
"New entrant CS","2021","Property","Outside London","HEO","125","[c]","31460","30730"
"New entrant CS","2021","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","SEO","65","[c]","40060","40380"
"New entrant CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","AO","15","[c]","19860","19530"
"New entrant CS","2021","Psychology","Outside London","EO","55","[c]","24810","24620"
"New entrant CS","2021","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","HEO","40","[c]","28050","27700"
"New entrant CS","2021","Psychology","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","AO","30","[c]","23680","23530"
"New entrant CS","2021","Science and Engineering","London","EO","25","[c]","27840","26880"
"New entrant CS","2021","Science and Engineering","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","G7","25","[c]","54170","52640"
"New entrant CS","2021","Science and Engineering","London","HEO","65","[c]","32750","32330"
"New entrant CS","2021","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","SEO","60","[c]","40480","40070"
"New entrant CS","2021","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Outside London","AA","45","[c]","17560","17180"
"New entrant CS","2021","Science and Engineering","Outside London","AO","155","[c]","21480","21050"
"New entrant CS","2021","Science and Engineering","Outside London","EO","275","[c]","24720","26370"
"New entrant CS","2021","Science and Engineering","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Outside London","G7","45","[c]","50930","50400"
"New entrant CS","2021","Science and Engineering","Outside London","HEO","280","[c]","30410","30090"
"New entrant CS","2021","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Outside London","SEO","195","[c]","39930","38890"
"New entrant CS","2021","Science and Engineering","Outside London","Unknown","85","[c]","31940","27540"
"New entrant CS","2021","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
