"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data and Technology","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AO","Female","Heterosexual / straight","110","105","21670","21130"
"In post","2021","Digital, Data and Technology","AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","AO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data and Technology","AO","Female","Unknown","35","35","22530","22160"
"In post","2021","Digital, Data and Technology","AO","Male","Heterosexual / straight","130","130","22580","21590"
"In post","2021","Digital, Data and Technology","AO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","AO","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","AO","Male","Unknown","45","45","21830","21590"
"In post","2021","Digital, Data and Technology","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","EO","Female","Heterosexual / straight","520","480","27340","26670"
"In post","2021","Digital, Data and Technology","EO","Female","LGBO","40","35","26350","26350"
"In post","2021","Digital, Data and Technology","EO","Female","Undeclared","85","85","28070","26930"
"In post","2021","Digital, Data and Technology","EO","Female","Unknown","165","155","26650","26120"
"In post","2021","Digital, Data and Technology","EO","Male","Heterosexual / straight","815","805","27690","26780"
"In post","2021","Digital, Data and Technology","EO","Male","LGBO","45","45","27320","26410"
"In post","2021","Digital, Data and Technology","EO","Male","Undeclared","155","150","28460","28200"
"In post","2021","Digital, Data and Technology","EO","Male","Unknown","395","385","27310","26470"
"In post","2021","Digital, Data and Technology","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","G6","Female","Heterosexual / straight","155","150","66760","65530"
"In post","2021","Digital, Data and Technology","G6","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","G6","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Digital, Data and Technology","G6","Female","Unknown","50","50","65950","65170"
"In post","2021","Digital, Data and Technology","G6","Male","Heterosexual / straight","300","295","69020","67940"
"In post","2021","Digital, Data and Technology","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","G6","Male","Undeclared","35","35","68970","68940"
"In post","2021","Digital, Data and Technology","G6","Male","Unknown","115","115","68920","66980"
"In post","2021","Digital, Data and Technology","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","G7","Female","Heterosexual / straight","610","590","54540","52970"
"In post","2021","Digital, Data and Technology","G7","Female","LGBO","45","45","54550","54000"
"In post","2021","Digital, Data and Technology","G7","Female","Undeclared","85","80","56800","55570"
"In post","2021","Digital, Data and Technology","G7","Female","Unknown","205","200","53930","52600"
"In post","2021","Digital, Data and Technology","G7","Male","Heterosexual / straight","1135","1125","56570","55320"
"In post","2021","Digital, Data and Technology","G7","Male","LGBO","65","65","58000","55600"
"In post","2021","Digital, Data and Technology","G7","Male","Undeclared","170","170","56830","55370"
"In post","2021","Digital, Data and Technology","G7","Male","Unknown","440","440","55720","53460"
"In post","2021","Digital, Data and Technology","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","HEO","Female","Heterosexual / straight","785","730","33340","33000"
"In post","2021","Digital, Data and Technology","HEO","Female","LGBO","50","50","32220","31810"
"In post","2021","Digital, Data and Technology","HEO","Female","Undeclared","120","115","33300","32300"
"In post","2021","Digital, Data and Technology","HEO","Female","Unknown","270","260","32830","32300"
"In post","2021","Digital, Data and Technology","HEO","Male","Heterosexual / straight","1260","1240","33960","33300"
"In post","2021","Digital, Data and Technology","HEO","Male","LGBO","70","70","33370","32300"
"In post","2021","Digital, Data and Technology","HEO","Male","Undeclared","235","230","34560","34050"
"In post","2021","Digital, Data and Technology","HEO","Male","Unknown","585","580","33760","33290"
"In post","2021","Digital, Data and Technology","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Female","Heterosexual / straight","60","60","86520","79670"
"In post","2021","Digital, Data and Technology","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Male","Heterosexual / straight","105","105","95500","90670"
"In post","2021","Digital, Data and Technology","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","SEO","Female","Heterosexual / straight","730","700","41130","40580"
"In post","2021","Digital, Data and Technology","SEO","Female","LGBO","50","50","40160","40070"
"In post","2021","Digital, Data and Technology","SEO","Female","Undeclared","105","100","41050","41060"
"In post","2021","Digital, Data and Technology","SEO","Female","Unknown","230","220","40480","39650"
"In post","2021","Digital, Data and Technology","SEO","Male","Heterosexual / straight","1490","1470","42210","41950"
"In post","2021","Digital, Data and Technology","SEO","Male","LGBO","65","65","40400","38850"
"In post","2021","Digital, Data and Technology","SEO","Male","Undeclared","250","245","43080","42520"
"In post","2021","Digital, Data and Technology","SEO","Male","Unknown","575","570","41410","40580"
"In post","2021","Digital, Data and Technology","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","Heterosexual / straight","40","40","38800","39860"
"In post","2021","Digital, Data and Technology","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AO","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Economics","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AO","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Economics","AO","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","AO","Male","Heterosexual / straight","30","30","23230","23400"
"In post","2021","Economics","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Economics","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","EO","Female","Heterosexual / straight","30","30","26840","26410"
"In post","2021","Economics","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","EO","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Economics","EO","Male","Heterosexual / straight","40","40","27680","27680"
"In post","2021","Economics","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Economics","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","G6","Female","Heterosexual / straight","75","70","69210","68700"
"In post","2021","Economics","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","G6","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Economics","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","G6","Male","Heterosexual / straight","90","90","70220","70380"
"In post","2021","Economics","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Economics","G6","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Economics","G6","Male","Unknown","35","35","70130","68960"
"In post","2021","Economics","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","G7","Female","Heterosexual / straight","170","160","55630","55620"
"In post","2021","Economics","G7","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Economics","G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Economics","G7","Female","Unknown","55","55","55030","54640"
"In post","2021","Economics","G7","Male","Heterosexual / straight","290","285","56380","55990"
"In post","2021","Economics","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Economics","G7","Male","Undeclared","40","40","58330","59350"
"In post","2021","Economics","G7","Male","Unknown","95","95","55740","55330"
"In post","2021","Economics","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","HEO","Female","Heterosexual / straight","175","170","33300","33210"
"In post","2021","Economics","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Economics","HEO","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Economics","HEO","Female","Unknown","50","50","34520","33570"
"In post","2021","Economics","HEO","Male","Heterosexual / straight","310","310","34000","33880"
"In post","2021","Economics","HEO","Male","LGBO","30","30","34440","34090"
"In post","2021","Economics","HEO","Male","Undeclared","40","40","34590","34320"
"In post","2021","Economics","HEO","Male","Unknown","130","130","33690","33120"
"In post","2021","Economics","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Economics","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Economics","SCS level","Male","Heterosexual / straight","45","45","87410","79180"
"In post","2021","Economics","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Economics","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO","Female","Heterosexual / straight","35","35","40780","40650"
"In post","2021","Economics","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Economics","SEO","Male","Heterosexual / straight","55","55","41630","41950"
"In post","2021","Economics","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Economics","SEO","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Economics","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
