"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","225","220","37550","39340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","AA/AO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","EO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","15","15","37090","36240"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","75","75","24590","24660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","115","110","28850","29890"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","375","345","56010","58370"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SCS level","10","10","79610","71750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","755","720","39130","39730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","G6/G7","10","10","59510","60370"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","15","15","37690","39820"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","EO","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","G6/G7","20","20","61820","57970"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","25","25","39400","37820"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","10","10","60320","61010"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","20","20","66420","64120"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","20","20","43250","39360"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","15","15","57660","57000"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","G6/G7","35","35","63090","59730"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","35","30","42500","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","30","30","65330","62360"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","25","25","42780","39320"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","15","10","27550","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","25","25","63290","62250"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","25","20","35910","34280"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","10","10","39420","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","EO","35","35","28820","26990"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","G6/G7","15","15","58290","52250"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SCS level","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","30","30","38480","34380"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","EO","85","80","27200","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","495","490","57250","53000"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SCS level","80","75","85240","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","420","420","35640","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","30","30","26380","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","105","100","57650","54100"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","15","15","90090","83230"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","65","65","35850","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","G6/G7","15","15","62220","60300"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","10","10","47310","42280"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","10","10","43390","42280"
"In post","2021","Department for Education","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","EO","35","35","25860","25000"
"In post","2021","Department for Education","Commercial","G6/G7","100","100","54870","51800"
"In post","2021","Department for Education","Commercial","SCS level","10","10","[c]","[c]"
"In post","2021","Department for Education","Commercial","SEO/HEO","235","230","35810","36780"
"In post","2021","Department for Education","Communications","AA/AO","15","15","21800","21000"
"In post","2021","Department for Education","Communications","EO","80","80","27580","26000"
"In post","2021","Department for Education","Communications","G6/G7","80","75","56630","54400"
"In post","2021","Department for Education","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","SEO/HEO","150","145","37540","36960"
"In post","2021","Department for Education","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data and Technology","AA/AO","15","15","20930","21000"
"In post","2021","Department for Education","Digital, Data and Technology","EO","130","125","26500","26000"
"In post","2021","Department for Education","Digital, Data and Technology","G6/G7","250","245","55040","52830"
"In post","2021","Department for Education","Digital, Data and Technology","SCS level","10","10","76740","76160"
"In post","2021","Department for Education","Digital, Data and Technology","SEO/HEO","490","475","35600","36500"
"In post","2021","Department for Education","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
