"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Ministry of Defence","Statistics","G6/G7","25","25","58160","57540"
"In post","2021","Analysis","Ministry of Defence","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Statistics","SEO/HEO","95","90","40310","40580"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","G6/G7","30","30","57650","53870"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Economics","SEO/HEO","35","35","32890","33210"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Social Research","G6/G7","20","20","57250","54900"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Social Research","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","EO","15","15","29810","29560"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","G6/G7","45","45","58880","56950"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Statistics","SEO/HEO","40","35","37760","38230"
"In post","2021","Analysis","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Economics","G6/G7","15","15","61040","59750"
"In post","2021","Analysis","Ministry of Justice","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Economics","SEO/HEO","25","25","33060","31470"
"In post","2021","Analysis","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Delivery","SEO/HEO","15","15","36340","36800"
"In post","2021","Analysis","Ministry of Justice","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Research","G6/G7","40","40","61210","58130"
"In post","2021","Analysis","Ministry of Justice","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Operational Research","SEO/HEO","50","50","37860","40470"
"In post","2021","Analysis","Ministry of Justice","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Social Research","G6/G7","30","25","59410","58130"
"In post","2021","Analysis","Ministry of Justice","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Social Research","SEO/HEO","35","35","39170","40480"
"In post","2021","Analysis","Ministry of Justice","Statistics","EO","15","15","26030","28950"
"In post","2021","Analysis","Ministry of Justice","Statistics","G6/G7","40","40","60130","58420"
"In post","2021","Analysis","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Statistics","SEO/HEO","50","50","38410","40480"
"In post","2021","Analysis","Ministry of Justice","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Unknown","SEO/HEO","10","10","43740","42360"
"In post","2021","Analysis","Office for Standards in Education","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Social Research","G6/G7","10","10","65280","62810"
"In post","2021","Analysis","Office for Standards in Education","Social Research","SEO/HEO","25","25","34920","35010"
"In post","2021","Analysis","Office for Standards in Education","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Statistics","EO","15","15","26010","25880"
"In post","2021","Analysis","Office for Standards in Education","Statistics","G6/G7","15","15","63700","59810"
"In post","2021","Analysis","Office for Standards in Education","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Statistics","SEO/HEO","80","75","36150","35010"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","G6/G7","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","EO","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","G6/G7","10","10","61450","60070"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","G6/G7","10","10","58090","54710"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Economics","G6/G7","15","15","62460","60010"
"In post","2021","Analysis","Office of Rail and Road","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Statistics","SEO/HEO","10","10","39030","38840"
"In post","2021","Analysis","Scottish Government","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Statistics","SEO/HEO","15","15","40290","36780"
"In post","2021","Analysis","Scottish Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","AA/AO","25","25","19130","19130"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","EO","10","10","23230","23050"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","G6/G7","40","40","52120","50090"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Economics","SEO/HEO","65","65","32020","32040"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","AA/AO","25","25","19680","19520"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","EO","140","125","24340","23520"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","G6/G7","30","25","51130","49100"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","255","245","33010","32320"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Operational Research","SEO/HEO","20","20","34080","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","G6/G7","115","110","51580","49120"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Social Research","SEO/HEO","420","400","33880","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","AA/AO","10","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","EO","35","35","23990","23050"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","G6/G7","170","160","53940","51640"
"In post","2021","Analysis","United Kingdom Statistics Authority","Statistics","SCS level","25","25","88140","76410"
