"Status","Year","Region_ITL1","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Tees Valley and Durham","Darlington","SCS level","15","15","74840","73000"
"In post","2021","North East (England)","Tees Valley and Durham","Darlington","SEO/HEO","430","415","34540","36500"
"In post","2021","North East (England)","Tees Valley and Durham","Darlington","Unknown","50","50","26950","23840"
"In post","2021","North East (England)","Tees Valley and Durham","Durham CC","AA/AO","3335","2945","23210","21430"
"In post","2021","North East (England)","Tees Valley and Durham","Durham CC","EO","1255","1135","27690","27130"
"In post","2021","North East (England)","Tees Valley and Durham","Durham CC","G6/G7","105","100","59670","56750"
"In post","2021","North East (England)","Tees Valley and Durham","Durham CC","SCS level","5","5","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Durham CC","SEO/HEO","750","710","37130","36410"
"In post","2021","North East (England)","Tees Valley and Durham","Durham CC","Unknown","140","130","30430","30880"
"In post","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AA/AO","810","730","23360","21010"
"In post","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","505","460","28070","27570"
"In post","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","G6/G7","15","15","68940","67670"
"In post","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO/HEO","155","145","37830","34810"
"In post","2021","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Unknown","60","60","31830","32690"
"In post","2021","North East (England)","Tees Valley and Durham","South Teesside","AA/AO","435","390","20550","21010"
"In post","2021","North East (England)","Tees Valley and Durham","South Teesside","EO","425","380","26860","27570"
"In post","2021","North East (England)","Tees Valley and Durham","South Teesside","G6/G7","50","45","53460","55610"
"In post","2021","North East (England)","Tees Valley and Durham","South Teesside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","South Teesside","SEO/HEO","100","95","34160","32530"
"In post","2021","North East (England)","Tees Valley and Durham","South Teesside","Unknown","115","100","28180","28200"
"In post","2021","North West (England)","Cheshire","Cheshire East","AA/AO","290","265","23870","21710"
"In post","2021","North West (England)","Cheshire","Cheshire East","EO","240","225","27510","27570"
"In post","2021","North West (England)","Cheshire","Cheshire East","G6/G7","40","40","57240","53250"
"In post","2021","North West (England)","Cheshire","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Cheshire East","SEO/HEO","125","120","38860","37410"
"In post","2021","North West (England)","Cheshire","Cheshire East","Unknown","55","50","29630","30150"
"In post","2021","North West (England)","Cheshire","Cheshire West and Chester","AA/AO","160","155","20670","21010"
"In post","2021","North West (England)","Cheshire","Cheshire West and Chester","EO","180","165","27190","27570"
"In post","2021","North West (England)","Cheshire","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Cheshire West and Chester","SEO/HEO","35","30","34970","33300"
"In post","2021","North West (England)","Cheshire","Cheshire West and Chester","Unknown","75","70","28740","28200"
"In post","2021","North West (England)","Cheshire","Warrington","AA/AO","760","690","23410","21300"
"In post","2021","North West (England)","Cheshire","Warrington","EO","1010","980","30460","28860"
"In post","2021","North West (England)","Cheshire","Warrington","G6/G7","160","155","56700","55740"
"In post","2021","North West (England)","Cheshire","Warrington","SCS level","5","5","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Warrington","SEO/HEO","685","665","39760","39540"
"In post","2021","North West (England)","Cheshire","Warrington","Unknown","65","60","30010","30210"
"In post","2021","North West (England)","Cumbria","East Cumbria","AA/AO","345","305","21450","21050"
"In post","2021","North West (England)","Cumbria","East Cumbria","EO","305","275","25240","25740"
"In post","2021","North West (England)","Cumbria","East Cumbria","G6/G7","55","55","53310","51470"
"In post","2021","North West (England)","Cumbria","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","East Cumbria","SEO/HEO","180","170","34470","33300"
"In post","2021","North West (England)","Cumbria","East Cumbria","Unknown","55","50","29900","28200"
"In post","2021","North West (England)","Cumbria","West Cumbria","AA/AO","580","515","22240","21050"
"In post","2021","North West (England)","Cumbria","West Cumbria","EO","275","245","27160","27380"
"In post","2021","North West (England)","Cumbria","West Cumbria","G6/G7","20","20","55300","55610"
"In post","2021","North West (England)","Cumbria","West Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","West Cumbria","SEO/HEO","140","130","35400","34320"
"In post","2021","North West (England)","Cumbria","West Cumbria","Unknown","185","180","40150","38860"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North East","AA/AO","350","315","22930","21010"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North East","EO","595","560","27650","27570"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North East","G6/G7","15","15","58430","56580"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North East","SEO/HEO","120","110","36170","34290"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North East","Unknown","130","125","29090","30210"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North West","AA/AO","1055","940","21580","21010"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North West","EO","650","580","27420","27570"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North West","G6/G7","15","15","55940","49170"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North West","SEO/HEO","145","140","35660","34290"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester North West","Unknown","115","110","30010","30210"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South East","AA/AO","690","615","20870","21010"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South East","EO","405","385","27190","27570"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South East","G6/G7","20","20","59410","54540"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South East","SEO/HEO","160","155","35290","33300"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South East","Unknown","110","105","29860","30210"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South West","AA/AO","1685","1520","20490","20140"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South West","EO","1720","1630","25860","25560"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South West","G6/G7","625","610","55950","52580"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South West","SCS level","40","40","82150","74650"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South West","SEO/HEO","1820","1755","34180","31810"
"In post","2021","North West (England)","Greater Manchester","Greater Manchester South West","Unknown","250","240","31000","30210"
"In post","2021","North West (England)","Greater Manchester","Manchester","AA/AO","1925","1775","21690","21000"
"In post","2021","North West (England)","Greater Manchester","Manchester","EO","2425","2305","26450","26120"
"In post","2021","North West (England)","Greater Manchester","Manchester","G6/G7","1420","1375","56970","52920"
"In post","2021","North West (England)","Greater Manchester","Manchester","SCS level","100","95","89060","86200"
"In post","2021","North West (England)","Greater Manchester","Manchester","SEO/HEO","2970","2850","34950","33310"
"In post","2021","North West (England)","Greater Manchester","Manchester","Unknown","145","130","28160","23840"
"In post","2021","North West (England)","Lancashire","Blackburn with Darwen","AA/AO","155","130","21040","21010"
"In post","2021","North West (England)","Lancashire","Blackburn with Darwen","EO","220","195","27500","27570"
"In post","2021","North West (England)","Lancashire","Blackburn with Darwen","G6/G7","10","10","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Blackburn with Darwen","SEO/HEO","45","45","33290","32210"
"In post","2021","North West (England)","Lancashire","Blackburn with Darwen","Unknown","65","60","28470","28200"
"In post","2021","North West (England)","Lancashire","Blackpool","AA/AO","1755","1575","20840","21010"
"In post","2021","North West (England)","Lancashire","Blackpool","EO","1860","1675","27440","27570"
"In post","2021","North West (England)","Lancashire","Blackpool","G6/G7","415","395","55530","52730"
"In post","2021","North West (England)","Lancashire","Blackpool","SCS level","20","20","76440","73540"
"In post","2021","North West (England)","Lancashire","Blackpool","SEO/HEO","1020","965","34490","34290"
"In post","2021","North West (England)","Lancashire","Blackpool","Unknown","70","65","29310","30210"
"In post","2021","North West (England)","Lancashire","Chorley and West Lancashire","AA/AO","725","670","25550","25300"
"In post","2021","North West (England)","Lancashire","Chorley and West Lancashire","EO","320","295","29650","27570"
"In post","2021","North West (England)","Lancashire","Chorley and West Lancashire","G6/G7","20","20","68150","62870"
"In post","2021","North West (England)","Lancashire","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Chorley and West Lancashire","SEO/HEO","210","200","39500","38160"
"In post","2021","North West (England)","Lancashire","Chorley and West Lancashire","Unknown","55","50","32280","33360"
"In post","2021","North West (England)","Lancashire","East Lancashire","AA/AO","155","135","20320","21010"
"In post","2021","North West (England)","Lancashire","East Lancashire","EO","215","195","27280","27570"
"In post","2021","North West (England)","Lancashire","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","East Lancashire","SEO/HEO","35","35","34390","32810"
