"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Finance","Ministry of Justice (excl. agencies)","EO","25","25","25540","26200"
"In post","2021","30-39","Finance","Ministry of Justice (excl. agencies)","G6/G7","25","25","60450","60000"
"In post","2021","30-39","Finance","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","45","45","36460","36800"
"In post","2021","30-39","Finance","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Public Health England","EO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Public Health England","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Public Health England","SEO/HEO","20","20","35510","33950"
"In post","2021","30-39","Finance","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Prison Service","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Scottish Prison Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Submarine Delivery Agency","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","United Kingdom Statistics Authority","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","United Kingdom Statistics Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Valuation Office Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Finance","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Finance","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Grants Management","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Grants Management","Rural Payments Agency","AA/AO","190","170","21010","21050"
"In post","2021","30-39","Grants Management","Rural Payments Agency","EO","115","105","25050","25190"
"In post","2021","30-39","Grants Management","Rural Payments Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Grants Management","Rural Payments Agency","SEO/HEO","55","50","31610","30040"
"In post","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","AA/AO","45","40","20800","20800"
"In post","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","EO","55","50","25700","25550"
"In post","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","G6/G7","80","80","57960","57270"
"In post","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","135","135","36410","37300"
"In post","2021","30-39","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Companies House","EO","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Companies House","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Commercial Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Office and Procurator Fiscal Service","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Prosecution Service","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Crown Prosecution Service","SEO/HEO","20","20","33320","30610"
"In post","2021","30-39","Human Resources","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Defence Equipment and Support","EO","10","10","21600","20450"
"In post","2021","30-39","Human Resources","Defence Equipment and Support","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Defence Equipment and Support","SEO/HEO","30","30","33340","32140"
"In post","2021","30-39","Human Resources","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Defence Science and Technology Laboratory","G6/G7","10","10","46260","46090"
"In post","2021","30-39","Human Resources","Defence Science and Technology Laboratory","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","10","10","56390","53380"
"In post","2021","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Education (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Education (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Education (excl. agencies)","G6/G7","10","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Education (excl. agencies)","SEO/HEO","10","10","35220","36500"
"In post","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","20","20","52120","49520"
"In post","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","35","30","33850","35900"
"In post","2021","30-39","Human Resources","Department for International Trade","EO","10","10","26800","27210"
"In post","2021","30-39","Human Resources","Department for International Trade","G6/G7","15","15","56480","51970"
"In post","2021","30-39","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for International Trade","SEO/HEO","10","10","32850","31970"
"In post","2021","30-39","Human Resources","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Transport (excl. agencies)","G6/G7","10","10","58910","57730"
"In post","2021","30-39","Human Resources","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department for Transport (excl. agencies)","SEO/HEO","20","20","35180","34710"
"In post","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","SEO/HEO","10","10","33100","32500"
"In post","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","EO","15","15","26410","26350"
"In post","2021","30-39","Human Resources","Driver and Vehicle Licensing Agency","SEO/HEO","25","20","33610","31860"
"In post","2021","30-39","Human Resources","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Driver and Vehicle Standards Agency","EO","5","5","[c]","[c]"
"In post","2021","30-39","Human Resources","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Human Resources","Driver and Vehicle Standards Agency","SEO/HEO","10","10","[c]","[c]"
