"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Defence Science and Technology Laboratory","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Legal","Male","5","5","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Operational Delivery","Female","230","215","34660","28660"
"In post","2021","Defence Science and Technology Laboratory","Operational Delivery","Male","155","150","45500","46080"
"In post","2021","Defence Science and Technology Laboratory","Operational Research","Female","165","155","40950","40130"
"In post","2021","Defence Science and Technology Laboratory","Operational Research","Male","330","320","43650","46080"
"In post","2021","Defence Science and Technology Laboratory","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Project Delivery","Female","255","235","38430","37320"
"In post","2021","Defence Science and Technology Laboratory","Project Delivery","Male","195","190","43770","46080"
"In post","2021","Defence Science and Technology Laboratory","Property","Female","10","10","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Property","Male","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Psychology","Female","15","15","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Psychology","Male","5","5","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Science and Engineering","Female","625","585","37440","37320"
"In post","2021","Defence Science and Technology Laboratory","Science and Engineering","Male","1880","1840","40770","37940"
"In post","2021","Defence Science and Technology Laboratory","Security","Female","30","30","34570","37320"
"In post","2021","Defence Science and Technology Laboratory","Security","Male","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Statistics","Male","5","5","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Female","75","70","49280","46680"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Male","60","60","46510","45070"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","45","45","43620","39910"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","75","75","46500","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Female","110","110","46560","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Male","185","185","46630","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Female","85","80","52890","56380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Male","85","85","52980","53860"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Female","95","90","47030","45970"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Male","45","45","51740","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","285","280","44010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","240","235","46240","40820"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Female","1840","1775","48090","47310"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Male","1905","1885","51090","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Female","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Male","40","40","52040","48870"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Female","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Male","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Female","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Male","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","Female","25","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","Male","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","Female","20","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","Male","55","55","52650","47630"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Female","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Male","40","40","55770","54760"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Female","45","40","49920","39090"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","Female","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","Male","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","Female","60","60","36790","34280"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","Male","30","30","48840","40390"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Female","600","585","48110","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Male","475","475","48860","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","110","46650","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Male","100","100","51120","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
