"Status","Year","Disability","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Commercial","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Commercial","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","Female","35","30","26200","22220"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Legal","Female","215","195","55280","55610"
"In post","2021","Declared disabled","Crown Prosecution Service","Legal","Male","115","110","58310","55610"
"In post","2021","Declared disabled","Crown Prosecution Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Operational Delivery","Female","235","210","27990","25480"
"In post","2021","Declared disabled","Crown Prosecution Service","Operational Delivery","Male","95","90","28130","25480"
"In post","2021","Declared disabled","Crown Prosecution Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
