"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","HM Land Registry","AA","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","AA","Male","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","AO","Female","400","390","22450","22350"
"In post","2021","20-29","HM Land Registry","AO","Male","275","270","22480","22350"
"In post","2021","20-29","HM Land Registry","EO","Female","185","180","27350","27130"
"In post","2021","20-29","HM Land Registry","EO","Male","140","135","28110","27130"
"In post","2021","20-29","HM Land Registry","G7","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","HEO","Female","30","30","[c]","[c]"
"In post","2021","20-29","HM Land Registry","HEO","Male","40","40","36450","38450"
"In post","2021","20-29","HM Land Registry","SEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","SEO","Male","10","10","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","AA","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","AA","Male","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","AO","Female","1970","1860","20290","20140"
"In post","2021","20-29","HM Revenue and Customs","AO","Male","2160","2100","20280","20140"
"In post","2021","20-29","HM Revenue and Customs","EO","Female","1405","1380","25740","25560"
"In post","2021","20-29","HM Revenue and Customs","EO","Male","1695","1675","25730","25560"
"In post","2021","20-29","HM Revenue and Customs","G6","Female","20","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","G6","Male","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","G7","Female","195","195","53950","52580"
"In post","2021","20-29","HM Revenue and Customs","G7","Male","275","275","53830","52580"
"In post","2021","20-29","HM Revenue and Customs","HEO","Female","975","965","32070","31810"
"In post","2021","20-29","HM Revenue and Customs","HEO","Male","1090","1090","32360","31810"
"In post","2021","20-29","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","SEO","Female","220","220","38060","38630"
"In post","2021","20-29","HM Revenue and Customs","SEO","Male","285","285","38290","38630"
"In post","2021","20-29","HM Treasury","AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","HM Treasury","AO","Male","20","20","[c]","[c]"
"In post","2021","20-29","HM Treasury","EO","Female","65","65","26510","26750"
"In post","2021","20-29","HM Treasury","EO","Male","40","40","25940","26750"
"In post","2021","20-29","HM Treasury","G6","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Treasury","G6","Male","10","10","[c]","[c]"
"In post","2021","20-29","HM Treasury","G7","Female","135","135","53440","52530"
"In post","2021","20-29","HM Treasury","G7","Male","170","170","53610","52530"
"In post","2021","20-29","HM Treasury","HEO","Female","270","270","33030","32320"
"In post","2021","20-29","HM Treasury","HEO","Male","305","305","33490","32320"
"In post","2021","20-29","HM Treasury","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","AA","Female","60","55","19990","18480"
"In post","2021","20-29","Home Office","AA","Male","60","55","19830","17990"
"In post","2021","20-29","Home Office","AO","Female","850","790","21950","21430"
"In post","2021","20-29","Home Office","AO","Male","795","760","21870","21430"
"In post","2021","20-29","Home Office","EO","Female","1165","1140","26270","25040"
"In post","2021","20-29","Home Office","EO","Male","975","970","26170","24890"
"In post","2021","20-29","Home Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office","G6","Male","5","5","[c]","[c]"
"In post","2021","20-29","Home Office","G7","Female","110","110","57770","57460"
"In post","2021","20-29","Home Office","G7","Male","100","100","58260","57460"
"In post","2021","20-29","Home Office","HEO","Female","425","425","33950","35050"
"In post","2021","20-29","Home Office","HEO","Male","350","350","34090","35050"
"In post","2021","20-29","Home Office","SEO","Female","210","210","41930","41970"
"In post","2021","20-29","Home Office","SEO","Male","155","155","42050","41970"
"In post","2021","20-29","Home Office","Unknown","Female","10","10","[c]","[c]"
"In post","2021","20-29","Home Office","Unknown","Male","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","AA","Female","170","170","19370","19560"
"In post","2021","20-29","Ministry of Defence","AA","Male","285","285","19330","19560"
"In post","2021","20-29","Ministry of Defence","AO","Female","515","505","22240","20920"
"In post","2021","20-29","Ministry of Defence","AO","Male","735","730","24770","24610"
"In post","2021","20-29","Ministry of Defence","EO","Female","880","865","24870","26350"
"In post","2021","20-29","Ministry of Defence","EO","Male","1165","1165","24590","25860"
"In post","2021","20-29","Ministry of Defence","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","G7","Female","50","50","54050","56730"
"In post","2021","20-29","Ministry of Defence","G7","Male","40","40","54820","57640"
"In post","2021","20-29","Ministry of Defence","HEO","Female","915","910","31390","32000"
"In post","2021","20-29","Ministry of Defence","HEO","Male","1255","1250","31050","30420"
"In post","2021","20-29","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","SEO","Female","300","295","40600","40350"
"In post","2021","20-29","Ministry of Defence","SEO","Male","485","485","40290","40000"
"In post","2021","20-29","Ministry of Defence","Unknown","Female","190","190","28830","28980"
"In post","2021","20-29","Ministry of Defence","Unknown","Male","600","595","29070","28980"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","AO","Female","40","40","21530","21270"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","AO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","EO","Female","70","70","27420","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","EO","Male","65","65","27470","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G6","Female","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G6","Male","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G7","Female","70","70","52380","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G7","Male","65","65","53060","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","HEO","Female","130","130","32530","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","HEO","Male","120","120","32680","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SEO","Female","65","65","39640","39600"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SEO","Male","60","60","39490","39600"
"In post","2021","20-29","Ministry of Justice","AA","Female","805","785","20200","20600"
"In post","2021","20-29","Ministry of Justice","AA","Male","565","560","20470","20600"
"In post","2021","20-29","Ministry of Justice","AO","Female","3850","3765","24350","23970"
"In post","2021","20-29","Ministry of Justice","AO","Male","3885","3870","25790","25380"
"In post","2021","20-29","Ministry of Justice","EO","Female","910","895","26250","26330"
"In post","2021","20-29","Ministry of Justice","EO","Male","475","470","27430","26410"
"In post","2021","20-29","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice","G7","Female","80","80","55280","53000"
"In post","2021","20-29","Ministry of Justice","G7","Male","60","60","55030","52850"
"In post","2021","20-29","Ministry of Justice","HEO","Female","660","660","30130","30850"
"In post","2021","20-29","Ministry of Justice","HEO","Male","260","255","30950","30850"
"In post","2021","20-29","Ministry of Justice","SEO","Female","265","265","39530","37660"
"In post","2021","20-29","Ministry of Justice","SEO","Male","110","110","39150","36800"
"In post","2021","20-29","Ministry of Justice","Unknown","Female","1810","1770","25380","22920"
"In post","2021","20-29","Ministry of Justice","Unknown","Male","310","305","24760","22920"
"In post","2021","20-29","National Crime Agency","AO","Female","60","60","21940","20800"
"In post","2021","20-29","National Crime Agency","AO","Male","40","40","22910","20800"
"In post","2021","20-29","National Crime Agency","EO","Female","430","430","31410","32260"
"In post","2021","20-29","National Crime Agency","EO","Male","275","275","31830","32260"
"In post","2021","20-29","National Crime Agency","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","HEO","Female","55","55","39140","40170"
"In post","2021","20-29","National Crime Agency","HEO","Male","40","40","39890","40170"
"In post","2021","20-29","National Crime Agency","SEO","Female","15","15","[c]","[c]"
"In post","2021","20-29","National Crime Agency","SEO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","G7","Male","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","SEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","SEO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","AO","Female","30","30","21420","21160"
"In post","2021","20-29","Office for Standards in Education","AO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","EO","Female","30","30","26620","25880"
"In post","2021","20-29","Office for Standards in Education","EO","Male","20","20","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","HEO","Female","25","25","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","HEO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","SEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","SEO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","AO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","EO","Female","70","70","25030","24580"
"In post","2021","20-29","Office of Gas and Electricity Markets","EO","Male","70","70","25450","25750"
"In post","2021","20-29","Office of Gas and Electricity Markets","G7","Female","15","15","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","G7","Male","25","25","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","HEO","Female","50","50","34430","34240"
