"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Economics","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO/HEO","Female","Heterosexual / straight","210","205","34550","33880"
"In post","2021","Economics","SEO/HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Economics","SEO/HEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Economics","SEO/HEO","Female","Unknown","65","65","35170","33880"
"In post","2021","Economics","SEO/HEO","Male","Heterosexual / straight","365","365","35120","33990"
"In post","2021","Economics","SEO/HEO","Male","LGBO","35","35","35280","34710"
"In post","2021","Economics","SEO/HEO","Male","Undeclared","50","50","36060","34680"
"In post","2021","Economics","SEO/HEO","Male","Unknown","145","145","34560","33730"
"In post","2021","Economics","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","AA/AO","Female","Heterosexual / straight","510","420","21500","21440"
"In post","2021","Finance","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","AA/AO","Female","Undeclared","90","70","21300","21440"
"In post","2021","Finance","AA/AO","Female","Unknown","190","155","21200","20920"
"In post","2021","Finance","AA/AO","Male","Heterosexual / straight","210","195","21630","21440"
"In post","2021","Finance","AA/AO","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","AA/AO","Male","Undeclared","30","30","22180","21580"
"In post","2021","Finance","AA/AO","Male","Unknown","110","95","20840","20140"
"In post","2021","Finance","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","EO","Female","Heterosexual / straight","790","730","26600","26670"
"In post","2021","Finance","EO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Finance","EO","Female","Undeclared","110","100","27230","26780"
"In post","2021","Finance","EO","Female","Unknown","130","120","26800","26670"
"In post","2021","Finance","EO","Male","Heterosexual / straight","430","425","26360","26670"
"In post","2021","Finance","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Finance","EO","Male","Undeclared","50","50","27440","27720"
"In post","2021","Finance","EO","Male","Unknown","80","80","25950","25810"
"In post","2021","Finance","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","G6/G7","Female","Heterosexual / straight","745","720","58300","57530"
"In post","2021","Finance","G6/G7","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Finance","G6/G7","Female","Undeclared","100","100","59900","58680"
"In post","2021","Finance","G6/G7","Female","Unknown","145","140","56920","54560"
"In post","2021","Finance","G6/G7","Male","Heterosexual / straight","795","785","60090","59160"
"In post","2021","Finance","G6/G7","Male","LGBO","55","55","59040","58100"
"In post","2021","Finance","G6/G7","Male","Undeclared","115","115","59670","58170"
"In post","2021","Finance","G6/G7","Male","Unknown","160","160","59200","57600"
"In post","2021","Finance","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS level","Female","Heterosexual / straight","90","90","88950","82690"
"In post","2021","Finance","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","SCS level","Male","Heterosexual / straight","130","125","92170","85800"
"In post","2021","Finance","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Finance","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Female","Heterosexual / straight","1515","1435","37510","36960"
"In post","2021","Finance","SEO/HEO","Female","LGBO","45","45","36470","36500"
"In post","2021","Finance","SEO/HEO","Female","Undeclared","205","195","37990","37290"
"In post","2021","Finance","SEO/HEO","Female","Unknown","310","300","36850","36780"
"In post","2021","Finance","SEO/HEO","Male","Heterosexual / straight","1245","1230","38370","38000"
"In post","2021","Finance","SEO/HEO","Male","LGBO","45","45","37580","37320"
"In post","2021","Finance","SEO/HEO","Male","Undeclared","175","170","39460","39420"
"In post","2021","Finance","SEO/HEO","Male","Unknown","275","270","36870","36500"
"In post","2021","Finance","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Heterosexual / straight","65","65","40960","39480"
"In post","2021","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Heterosexual / straight","50","50","42010","41340"
"In post","2021","Finance","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Female","Heterosexual / straight","695","620","21700","21130"
"In post","2021","Human Resources","AA/AO","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Female","Undeclared","80","70","21540","21510"
"In post","2021","Human Resources","AA/AO","Female","Unknown","95","85","21430","20920"
"In post","2021","Human Resources","AA/AO","Male","Heterosexual / straight","220","215","21710","21130"
"In post","2021","Human Resources","AA/AO","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Male","Undeclared","40","40","21400","21130"
"In post","2021","Human Resources","AA/AO","Male","Unknown","40","35","21420","20960"
"In post","2021","Human Resources","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Female","Heterosexual / straight","750","690","26880","26670"
"In post","2021","Human Resources","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Human Resources","EO","Female","Undeclared","80","75","27600","26930"
"In post","2021","Human Resources","EO","Female","Unknown","135","125","26780","26670"
"In post","2021","Human Resources","EO","Male","Heterosexual / straight","270","265","27510","26930"
"In post","2021","Human Resources","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Human Resources","EO","Male","Undeclared","35","35","29020","28830"
"In post","2021","Human Resources","EO","Male","Unknown","60","60","27700","27270"
"In post","2021","Human Resources","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Female","Heterosexual / straight","965","920","58030","56860"
"In post","2021","Human Resources","G6/G7","Female","LGBO","30","30","56920","58000"
"In post","2021","Human Resources","G6/G7","Female","Undeclared","55","55","58210","54930"
"In post","2021","Human Resources","G6/G7","Female","Unknown","120","115","56930","55010"
"In post","2021","Human Resources","G6/G7","Male","Heterosexual / straight","345","340","59520","58130"
"In post","2021","Human Resources","G6/G7","Male","LGBO","65","60","59310","58870"
"In post","2021","Human Resources","G6/G7","Male","Undeclared","35","35","59750","58700"
"In post","2021","Human Resources","G6/G7","Male","Unknown","55","55","57500","56480"
"In post","2021","Human Resources","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Female","Heterosexual / straight","110","110","90100","84500"
"In post","2021","Human Resources","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","SCS level","Male","Heterosexual / straight","50","45","89410","83690"
"In post","2021","Human Resources","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Female","Heterosexual / straight","1850","1745","36680","36180"
"In post","2021","Human Resources","SEO/HEO","Female","LGBO","65","65","35990","33750"
"In post","2021","Human Resources","SEO/HEO","Female","Undeclared","170","165","37470","35820"
"In post","2021","Human Resources","SEO/HEO","Female","Unknown","260","245","35710","34830"
"In post","2021","Human Resources","SEO/HEO","Male","Heterosexual / straight","720","705","37570","37170"
"In post","2021","Human Resources","SEO/HEO","Male","LGBO","85","85","37060","36300"
"In post","2021","Human Resources","SEO/HEO","Male","Undeclared","90","90","38310","38630"
"In post","2021","Human Resources","SEO/HEO","Male","Unknown","130","125","35850","34860"
"In post","2021","Human Resources","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Female","Heterosexual / straight","265","260","74850","75500"
"In post","2021","Inspector of Education and Training","G6/G7","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Male","Heterosexual / straight","165","165","76390","75500"
"In post","2021","Inspector of Education and Training","G6/G7","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Female","Heterosexual / straight","250","240","51050","51360"
"In post","2021","Inspector of Education and Training","SEO/HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Male","Heterosexual / straight","35","35","51140","51360"
"In post","2021","Inspector of Education and Training","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
