"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Female","370","340","40820","36160"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Male","330","310","44100","39800"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Female","2755","2365","28800","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Male","2030","1890","29910","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","London","Female","95","95","44580","39250"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","London","Male","85","85","48700","52500"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","London","Female","670","605","37230","31520"
"In post","2021","Declared disabled","Home Office (incl. agencies)","London","Male","530","505","38830","35050"
"In post","2021","Declared disabled","Home Office (incl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Outside London","Female","990","880","26790","25040"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Outside London","Male","855","805","27260","25220"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","London","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","London","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Outside London","Female","105","100","30860","28020"
"In post","2021","Declared disabled","Insolvency Service","Outside London","Male","45","45","32310","31000"
"In post","2021","Declared disabled","Insolvency Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","London","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Outside London","Female","75","70","24100","21170"
"In post","2021","Declared disabled","Legal Aid Agency","Outside London","Male","45","45","25280","20440"
"In post","2021","Declared disabled","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Outside London","Male","40","40","34310","30040"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Outside London","Female","50","45","34480","32730"
"In post","2021","Declared disabled","Met Office","Outside London","Male","50","50","37690","36730"
"In post","2021","Declared disabled","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","London","Female","175","170","39570","37640"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","London","Male","205","200","42610","38500"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Female","1485","1395","29750","26670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Male","1550","1510","31060","27990"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Female","100","100","44770","41290"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Male","100","100","46340","40910"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Female","50","45","36720","32060"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Male","30","25","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","London","Female","200","195","41120","36800"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","London","Male","135","135","44400","40480"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Female","145","140","37940","32000"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Male","75","75","36410","31470"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","London","Female","30","30","41060","39840"
"In post","2021","Declared disabled","National Crime Agency","London","Male","30","30","39750","36200"
"In post","2021","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Female","65","60","35050","35090"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Male","65","65","37340","36630"
"In post","2021","Declared disabled","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
