"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","125","120","42370","40280"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Economics","170","165","47750","54110"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Finance","200","195","48680","49010"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Human Resources","95","95","48930","48770"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","International Trade","30","30","46630","42470"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","20","15","36610","35430"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","85","85","37560","34710"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Operational Research","20","20","45160","42680"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Other","460","430","42940","32740"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Policy","965","950","48120","44480"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","475","470","53110","54110"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Property","15","15","49030","44480"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","60","60","49510","45920"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Security","170","170","45050","43360"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Social Research","45","40","48070","43580"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Statistics","120","115","45060","42890"
"In post","2021","Department for Transport (excl. agencies)","Department for Transport","Unknown","210","205","52840","44030"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","90950","81415","27650","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","200","195","48750","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","185","180","43490","38360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","170","165","43630","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","90","85","43100","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","335","330","39300","36070"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","135","130","39780","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Intelligence Analysis","235","225","53190","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","25","25","68990","55180"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","135","130","48860","33700"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","20","15","57460","55460"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","1820","1775","47250","41890"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","20","20","51790","54150"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","20","20","40270","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","15","15","75980","69440"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","5","5","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","50","45","49070","52080"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","60","60","52120","53360"
"In post","2021","Disclosure Scotland","Scottish Government","Unknown","310","290","28110","23170"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","155","140","32760","31040"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Communications","65","60","29810","26740"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Counter Fraud","10","10","32860","29240"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","735","715","39810","38230"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Finance","140","135","32910","30730"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","170","160","32650","31380"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","50","45","79860","86520"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","4445","3800","21780","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Other","55","50","34410","31860"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Policy","140","130","30230","26780"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","85","85","39900","39040"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Property","55","50","30360","30540"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Security","120","115","30490","26350"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Commercial","40","40","36260","38650"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Communications","85","80","31290","30730"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","50","45","29060","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","190","185","36190","32180"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Finance","85","85","38780","34040"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","100","95","35290","33350"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","55","50","35650","33350"
