"Status","Year","Age","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","60-64","Science and Engineering","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Security","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Tax","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Female","350","[c]","25920","27570"
"New entrant CS","2021","60-64","Unknown","Male","320","[c]","28410","27570"
"New entrant CS","2021","60-64","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medicine","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Operational Delivery","Female","45","[c]","28120","22350"
"New entrant CS","2021","65+","Operational Delivery","Male","50","[c]","32800","27620"
"New entrant CS","2021","65+","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Science and Engineering","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tax","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Female","45","[c]","25470","21010"
"New entrant CS","2021","65+","Unknown","Male","40","[c]","30230","27570"
"New entrant CS","2021","65+","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
