"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Department for Education","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","G6/G7","Unknown","50","50","54160","50630"
"In post","2021","Digital, Data & Technology","Department for Education","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","SEO/HEO","Heterosexual / straight","215","210","34900","36500"
"In post","2021","Digital, Data & Technology","Department for Education","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","SEO/HEO","Undeclared","35","30","34670","36500"
"In post","2021","Digital, Data & Technology","Department for Education","SEO/HEO","Unknown","85","85","35180","36500"
"In post","2021","Digital, Data & Technology","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","60","55","26500","25330"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","240","235","52580","49440"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","40","40","51070","48990"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","175","170","34490","35900"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","65","65","35660","35900"
"In post","2021","Digital, Data & Technology","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","EO","Heterosexual / straight","185","175","27020","26470"
"In post","2021","Digital, Data & Technology","Department for Transport","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","EO","Undeclared","40","40","27150","26780"
"In post","2021","Digital, Data & Technology","Department for Transport","EO","Unknown","50","50","27350","26470"
"In post","2021","Digital, Data & Technology","Department for Transport","G6/G7","Heterosexual / straight","145","140","61410","59050"
"In post","2021","Digital, Data & Technology","Department for Transport","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","G6/G7","Undeclared","35","35","58950","57050"
"In post","2021","Digital, Data & Technology","Department for Transport","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","SEO/HEO","Heterosexual / straight","400","395","39300","39240"
"In post","2021","Digital, Data & Technology","Department for Transport","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","SEO/HEO","Undeclared","120","115","38840","40480"
"In post","2021","Digital, Data & Technology","Department for Transport","SEO/HEO","Unknown","95","95","38100","38650"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Heterosexual / straight","50","50","57400","53830"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","G6/G7","Unknown","45","45","58520","54230"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","95","95","36600","35900"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","SEO/HEO","Unknown","90","85","36350","34650"
"In post","2021","Digital, Data & Technology","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","50","50","28590","26120"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
