"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","AO","30","30","22650","23830"
"In post","2021","Unknown","Digital, Data and Technology","EO","EO","135","130","27910","28850"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","G6","115","115","73460","74040"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","G7","400","395","59830","59960"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","SCS level","30","30","108810","112210"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","HEO","300","290","35380","35200"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","SEO","435","425","43610","43760"
"In post","2021","Unknown","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","AO","20","20","22800","22500"
"In post","2021","Unknown","Economics","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","G6/G7","G6","25","25","71170","69790"
"In post","2021","Unknown","Economics","G6/G7","G7","60","60","60870","61260"
"In post","2021","Unknown","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","HEO","80","80","34500","34800"
"In post","2021","Unknown","Economics","SEO/HEO","SEO","10","10","42710","41950"
"In post","2021","Unknown","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","AO","65","60","23310","23830"
"In post","2021","Unknown","Finance","EO","EO","120","110","28460","28850"
"In post","2021","Unknown","Finance","G6/G7","G6","45","40","70420","69520"
"In post","2021","Unknown","Finance","G6/G7","G7","100","100","58460","57680"
"In post","2021","Unknown","Finance","SCS level","SCS level","35","35","90460","87730"
"In post","2021","Unknown","Finance","SEO/HEO","HEO","140","130","35700","36320"
"In post","2021","Unknown","Finance","SEO/HEO","SEO","135","130","44020","44760"
"In post","2021","Unknown","Human Resources","AA/AO","AO","80","75","23520","23830"
"In post","2021","Unknown","Human Resources","EO","EO","150","140","28920","28850"
"In post","2021","Unknown","Human Resources","G6/G7","G6","40","40","69440","68940"
"In post","2021","Unknown","Human Resources","G6/G7","G7","125","120","57450","57460"
"In post","2021","Unknown","Human Resources","SCS level","SCS level","20","20","92690","89090"
"In post","2021","Unknown","Human Resources","SEO/HEO","HEO","200","190","34320","35070"
"In post","2021","Unknown","Human Resources","SEO/HEO","SEO","155","150","42640","42170"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","AO","100","90","23400","21830"
"In post","2021","Unknown","Intelligence Analysis","EO","EO","1155","1090","27470","27370"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","G6","20","20","67990","68400"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","G7","75","75","57560","58230"
"In post","2021","Unknown","Intelligence Analysis","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","HEO","585","565","34330","33630"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","SEO","290","285","42830","42550"
"In post","2021","Unknown","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","HEO","10","10","36630","37410"
"In post","2021","Unknown","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","AO","40","35","23680","23830"
"In post","2021","Unknown","Knowledge and Information Management","EO","EO","45","40","28430","28850"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","G7","20","20","56080","57430"
"In post","2021","Unknown","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","HEO","50","50","35920","37410"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","SEO","45","45","43190","42550"
"In post","2021","Unknown","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","EO","EO","10","10","26300","26290"
"In post","2021","Unknown","Legal","G6/G7","G6","20","20","70270","74730"
"In post","2021","Unknown","Legal","G6/G7","G7","105","95","58660","60830"
"In post","2021","Unknown","Legal","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","AA/AO","AA","55","50","18920","18760"
"In post","2021","Unknown","Medicine","AA/AO","AO","290","275","22700","22640"
"In post","2021","Unknown","Medicine","EO","EO","315","290","30650","30620"
"In post","2021","Unknown","Medicine","G6/G7","G6","120","105","79270","74070"
"In post","2021","Unknown","Medicine","G6/G7","G7","440","375","73460","78420"
"In post","2021","Unknown","Medicine","SCS level","SCS level","75","70","84390","83700"
"In post","2021","Unknown","Medicine","SEO/HEO","HEO","470","430","36650","37890"
"In post","2021","Unknown","Medicine","SEO/HEO","SEO","230","205","43110","44500"
"In post","2021","Unknown","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","AA/AO","AA","740","620","19250","17990"
"In post","2021","Unknown","Operational Delivery","AA/AO","AO","7705","6845","22280","21430"
"In post","2021","Unknown","Operational Delivery","EO","EO","12685","11645","26890","26070"
"In post","2021","Unknown","Operational Delivery","G6/G7","G6","240","235","68820","68720"
"In post","2021","Unknown","Operational Delivery","G6/G7","G7","725","710","56320","57430"
"In post","2021","Unknown","Operational Delivery","SCS level","SCS level","115","115","90860","82600"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","HEO","3680","3510","33280","32740"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","SEO","1685","1625","41280","41190"
"In post","2021","Unknown","Operational Delivery","Unknown","Unknown","60","60","37490","40950"
"In post","2021","Unknown","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","EO","EO","20","20","30430","29950"
"In post","2021","Unknown","Operational Research","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","G6/G7","G7","30","30","58730","58060"
"In post","2021","Unknown","Operational Research","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","SEO/HEO","HEO","50","50","36220","36590"
"In post","2021","Unknown","Operational Research","SEO/HEO","SEO","45","45","44680","44460"
"In post","2021","Unknown","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","AA/AO","AA","1970","1885","19320","18800"
"In post","2021","Unknown","Other","AA/AO","AO","5140","4900","21590","21130"
"In post","2021","Unknown","Other","EO","EO","2830","2710","28180","26930"
"In post","2021","Unknown","Other","G6/G7","G6","185","170","68490","68720"
"In post","2021","Unknown","Other","G6/G7","G7","445","435","57390","57460"
"In post","2021","Unknown","Other","SCS level","SCS level","60","55","91240","85580"
"In post","2021","Unknown","Other","SEO/HEO","HEO","1775","1730","35730","35050"
"In post","2021","Unknown","Other","SEO/HEO","SEO","730","710","43520","41970"
"In post","2021","Unknown","Other","Unknown","Unknown","2060","2055","38220","34660"
"In post","2021","Unknown","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","EO","EO","10","5","[c]","[c]"
"In post","2021","Unknown","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","SEO/HEO","HEO","15","15","36780","37410"
"In post","2021","Unknown","Planning","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Policy","AA/AO","AA","10","10","20150","19560"
"In post","2021","Unknown","Policy","AA/AO","AO","255","245","22770","23830"
"In post","2021","Unknown","Policy","EO","EO","675","645","28590","28850"
"In post","2021","Unknown","Policy","G6/G7","G6","405","395","69190","68940"
"In post","2021","Unknown","Policy","G6/G7","G7","1265","1235","57770","57460"
"In post","2021","Unknown","Policy","SCS level","SCS level","345","330","89150","80930"
"In post","2021","Unknown","Policy","SEO/HEO","HEO","1105","1065","35630","35300"
"In post","2021","Unknown","Policy","SEO/HEO","SEO","1265","1230","43380","42410"
"In post","2021","Unknown","Policy","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA/AO","AO","25","25","22280","21430"
"In post","2021","Unknown","Project Delivery","EO","EO","150","140","27620","28670"
"In post","2021","Unknown","Project Delivery","G6/G7","G6","125","120","70530","68940"
"In post","2021","Unknown","Project Delivery","G6/G7","G7","350","340","56590","57460"
"In post","2021","Unknown","Project Delivery","SCS level","SCS level","30","30","96040","87870"
"In post","2021","Unknown","Project Delivery","SEO/HEO","HEO","345","335","33580","35050"
"In post","2021","Unknown","Project Delivery","SEO/HEO","SEO","425","420","40920","41950"
"In post","2021","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","AA/AO","AO","20","15","23560","23830"
"In post","2021","Unknown","Property","EO","EO","30","25","27360","28500"
"In post","2021","Unknown","Property","G6/G7","G6","10","10","66750","67810"
"In post","2021","Unknown","Property","G6/G7","G7","30","30","55760","54400"
"In post","2021","Unknown","Property","SCS level","SCS level","10","10","81790","74100"
"In post","2021","Unknown","Property","SEO/HEO","HEO","30","25","32640","31860"
"In post","2021","Unknown","Property","SEO/HEO","SEO","35","30","42130","42170"
"In post","2021","Unknown","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","SEO/HEO","HEO","10","10","36060","33460"
"In post","2021","Unknown","Psychology","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","AA/AO","AA","65","65","18630","18760"
"In post","2021","Unknown","Science and Engineering","AA/AO","AO","520","510","22100","22500"
"In post","2021","Unknown","Science and Engineering","EO","EO","415","405","27150","26670"
"In post","2021","Unknown","Science and Engineering","G6/G7","G6","115","110","69540","68720"
"In post","2021","Unknown","Science and Engineering","G6/G7","G7","200","195","57450","54540"
"In post","2021","Unknown","Science and Engineering","SCS level","SCS level","50","45","97710","92870"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","HEO","435","425","36200","33630"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","SEO","420","410","43990","41940"
"In post","2021","Unknown","Science and Engineering","Unknown","Unknown","110","110","28370","27370"
"In post","2021","Unknown","Security","AA/AO","AA","90","85","20580","22210"
"In post","2021","Unknown","Security","AA/AO","AO","65","60","24710","25630"
"In post","2021","Unknown","Security","EO","EO","65","60","28380","28850"
"In post","2021","Unknown","Security","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Security","G6/G7","G7","25","25","56600","57460"
"In post","2021","Unknown","Security","SEO/HEO","HEO","60","60","34130","35070"
"In post","2021","Unknown","Security","SEO/HEO","SEO","40","40","42110","41970"
"In post","2021","Unknown","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","EO","25","25","32220","34320"
"In post","2021","Unknown","Social Research","G6/G7","G6","10","10","71080","69750"
"In post","2021","Unknown","Social Research","G6/G7","G7","35","30","58640","57460"
"In post","2021","Unknown","Social Research","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Social Research","SEO/HEO","SEO","165","160","45460","47000"
"In post","2021","Unknown","Statistics","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","EO","50","45","29570","28850"
"In post","2021","Unknown","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","G6/G7","G7","35","35","58470","57680"
"In post","2021","Unknown","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO/HEO","HEO","40","35","34860","35490"
"In post","2021","Unknown","Statistics","SEO/HEO","SEO","45","40","43930","43770"
"In post","2021","Unknown","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","AA","1605","1470","21230","21150"
