"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","Female","95","85","25790","21050"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","Male","55","55","25140","21050"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Human Resources","Female","620","580","39140","34640"
"In post","2021","Declared disabled","Human Resources","Human Resources","Male","240","235","40430","35730"
"In post","2021","Declared disabled","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","Female","80","70","29470","26410"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Female","130","120","40520","37300"
"In post","2021","Declared disabled","Human Resources","Unknown","Male","75","70","39110","35590"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","Female","45","45","42820","39980"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","Male","45","40","45360","42650"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Legal","Female","465","420","53180","53350"
"In post","2021","Declared disabled","Legal","Legal","Male","265","255","55320","55610"
"In post","2021","Declared disabled","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Operational Delivery","Female","290","255","27990","25820"
"In post","2021","Declared disabled","Legal","Operational Delivery","Male","130","125","28580","25630"
"In post","2021","Declared disabled","Legal","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Other","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Legal","Other","Male","15","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
