"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Scottish Government (excl. agencies)","Unknown","Female","30","30","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","Unknown","Male","15","15","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Property","Male","5","5","[c]","[c]"
"In post","2021","16-19","Vehicle Certification Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Vehicle Certification Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","60","60","25440","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","35","35","25740","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Operational Delivery","Female","225","225","24640","24920"
"In post","2021","20-29","Animal and Plant Health Agency","Operational Delivery","Male","115","110","25210","24920"
"In post","2021","20-29","Animal and Plant Health Agency","Science and Engineering","Female","70","70","26190","24370"
"In post","2021","20-29","Animal and Plant Health Agency","Science and Engineering","Male","25","25","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Veterinarian","Female","5","5","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Other","Female","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Other","Male","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Policy","Female","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Unknown","Female","1910","1905","33590","29250"
"In post","2021","20-29","Cabinet Office (excl. agencies)","Unknown","Male","1460","1460","34390","32000"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","35","35","24920","24920"
"In post","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","30","30","25640","24920"
"In post","2021","20-29","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Unknown","Female","20","20","[c]","[c]"
"In post","2021","20-29","Charity Commission","Unknown","Male","10","10","[c]","[c]"
