"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","AA","105","[c]","19340","20230"
"New entrant CS","2021","Declared disabled","No function","AO","360","[c]","21650","20880"
"New entrant CS","2021","Declared disabled","No function","EO","195","[c]","26050","25560"
"New entrant CS","2021","Declared disabled","No function","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","G7","50","[c]","53840","52610"
"New entrant CS","2021","Declared disabled","No function","HEO","220","[c]","31440","31810"
"New entrant CS","2021","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","SEO","95","[c]","38740","38150"
"New entrant CS","2021","Declared disabled","No function","Unknown","125","[c]","23450","22920"
"New entrant CS","2021","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","HEO","35","[c]","31580","32780"
"New entrant CS","2021","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","AA","65","[c]","19840","20060"
"New entrant CS","2021","Declared disabled","Unknown","AO","645","[c]","21410","21010"
"New entrant CS","2021","Declared disabled","Unknown","EO","1420","[c]","28370","27570"
"New entrant CS","2021","Declared disabled","Unknown","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","G7","30","[c]","54240","54350"
"New entrant CS","2021","Declared disabled","Unknown","HEO","60","[c]","32310","31990"
"New entrant CS","2021","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","SEO","40","[c]","39630","39310"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","AO","40","[c]","23460","24120"
"New entrant CS","2021","Declared non-disabled","Analysis","EO","105","[c]","26860","27200"
"New entrant CS","2021","Declared non-disabled","Analysis","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","G7","30","[c]","55890","54110"
"New entrant CS","2021","Declared non-disabled","Analysis","HEO","335","[c]","32520","32540"
"New entrant CS","2021","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","SEO","65","[c]","40140","40010"
"New entrant CS","2021","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","AO","45","[c]","21360","20920"
"New entrant CS","2021","Declared non-disabled","Commercial","EO","50","[c]","26290","26350"
"New entrant CS","2021","Declared non-disabled","Commercial","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","G7","35","[c]","57490","55800"
"New entrant CS","2021","Declared non-disabled","Commercial","HEO","50","[c]","33250","33000"
"New entrant CS","2021","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","SEO","75","[c]","41720","40600"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","EO","255","[c]","25540","25560"
"New entrant CS","2021","Declared non-disabled","Communications","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","HEO","135","[c]","32190","31810"
"New entrant CS","2021","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","SEO","45","[c]","42490","41590"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","EO","55","[c]","26260","25560"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","AO","250","[c]","20390","20140"
"New entrant CS","2021","Declared non-disabled","Debt","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","EO","155","[c]","25840","25560"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","G7","205","[c]","55440","54700"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","HEO","180","[c]","32080","32000"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","SEO","190","[c]","40250","39670"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","AO","45","[c]","21210","20920"
"New entrant CS","2021","Declared non-disabled","Finance","EO","100","[c]","24840","25560"
"New entrant CS","2021","Declared non-disabled","Finance","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","G7","40","[c]","56150","56390"
"New entrant CS","2021","Declared non-disabled","Finance","HEO","100","[c]","34120","33000"
"New entrant CS","2021","Declared non-disabled","Finance","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","SEO","80","[c]","40070","39690"
"New entrant CS","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","AO","40","[c]","21050","21050"
"New entrant CS","2021","Declared non-disabled","Grants Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","AA","30","[c]","19560","19160"
"New entrant CS","2021","Declared non-disabled","Human Resources","AO","100","[c]","21180","20920"
"New entrant CS","2021","Declared non-disabled","Human Resources","EO","90","[c]","25620","26180"
"New entrant CS","2021","Declared non-disabled","Human Resources","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","G7","40","[c]","53620","53500"
"New entrant CS","2021","Declared non-disabled","Human Resources","HEO","115","[c]","31710","31810"
"New entrant CS","2021","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","SEO","60","[c]","38580","37660"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","EO","80","[c]","27460","26950"
"New entrant CS","2021","Declared non-disabled","Legal","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","G7","115","[c]","52950","51250"
"New entrant CS","2021","Declared non-disabled","Legal","HEO","110","[c]","34370","30850"
"New entrant CS","2021","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","SEO","60","[c]","35270","33550"
"New entrant CS","2021","Declared non-disabled","No function","AA","810","[c]","19850","20600"
"New entrant CS","2021","Declared non-disabled","No function","AO","3545","[c]","22340","21570"
"New entrant CS","2021","Declared non-disabled","No function","EO","1395","[c]","25880","25750"
"New entrant CS","2021","Declared non-disabled","No function","G6","115","[c]","68410","65470"
"New entrant CS","2021","Declared non-disabled","No function","G7","500","[c]","55360","53130"
"New entrant CS","2021","Declared non-disabled","No function","HEO","1665","[c]","32170","32330"
"New entrant CS","2021","Declared non-disabled","No function","SCS level","95","[c]","93850","87700"
"New entrant CS","2021","Declared non-disabled","No function","SEO","775","[c]","39590","38890"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","870","[c]","23070","22920"
"New entrant CS","2021","Declared non-disabled","Project Delivery","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","AO","30","[c]","22060","20980"
"New entrant CS","2021","Declared non-disabled","Project Delivery","EO","250","[c]","24680","26180"
"New entrant CS","2021","Declared non-disabled","Project Delivery","G6","35","[c]","66320","64670"
"New entrant CS","2021","Declared non-disabled","Project Delivery","G7","130","[c]","53410","53660"
"New entrant CS","2021","Declared non-disabled","Project Delivery","HEO","325","[c]","31730","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SEO","285","[c]","40620","40000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","105","[c]","39010","39000"
"New entrant CS","2021","Declared non-disabled","Property","AA","30","[c]","18360","18760"
"New entrant CS","2021","Declared non-disabled","Property","AO","100","[c]","21790","20880"
"New entrant CS","2021","Declared non-disabled","Property","EO","95","[c]","25840","26350"
"New entrant CS","2021","Declared non-disabled","Property","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","G7","35","[c]","51510","53500"
"New entrant CS","2021","Declared non-disabled","Property","HEO","110","[c]","31980","33000"
"New entrant CS","2021","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","SEO","65","[c]","40030","40190"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","AA","145","[c]","19890","19560"
"New entrant CS","2021","Declared non-disabled","Security","AO","165","[c]","27160","24540"
"New entrant CS","2021","Declared non-disabled","Security","EO","60","[c]","26990","24620"
"New entrant CS","2021","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","HEO","30","[c]","31040","31180"
"New entrant CS","2021","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","AA","325","[c]","19730","20060"
"New entrant CS","2021","Declared non-disabled","Unknown","AO","4800","[c]","21630","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","EO","8400","[c]","28490","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","G6","65","[c]","71360","68500"
"New entrant CS","2021","Declared non-disabled","Unknown","G7","245","[c]","56750","55000"
"New entrant CS","2021","Declared non-disabled","Unknown","HEO","520","[c]","32940","32760"
"New entrant CS","2021","Declared non-disabled","Unknown","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","SEO","315","[c]","40030","39660"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","AA","35","[c]","19750","20600"
"New entrant CS","2021","Undeclared","No function","AO","155","[c]","21670","20140"
"New entrant CS","2021","Undeclared","No function","EO","125","[c]","25770","26130"
"New entrant CS","2021","Undeclared","No function","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","G7","70","[c]","55090","54110"
"New entrant CS","2021","Undeclared","No function","HEO","230","[c]","32050","32320"
"New entrant CS","2021","Undeclared","No function","SCS level","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","SEO","90","[c]","39270","39290"
"New entrant CS","2021","Undeclared","No function","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","AA","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","AO","235","[c]","21660","21010"
"New entrant CS","2021","Undeclared","Unknown","EO","435","[c]","28560","27570"
"New entrant CS","2021","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","HEO","30","[c]","28750","31000"
"New entrant CS","2021","Undeclared","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","AO","60","[c]","20090","19130"
"New entrant CS","2021","Unknown","Analysis","EO","70","[c]","25730","25560"
"New entrant CS","2021","Unknown","Analysis","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","G7","50","[c]","53500","53360"
"New entrant CS","2021","Unknown","Analysis","HEO","240","[c]","32310","32540"
"New entrant CS","2021","Unknown","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","SEO","55","[c]","38730","37020"
"New entrant CS","2021","Unknown","Commercial","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","EO","45","[c]","25250","25000"
"New entrant CS","2021","Unknown","Commercial","G6","50","[c]","87120","90000"
"New entrant CS","2021","Unknown","Commercial","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","HEO","45","[c]","30270","29050"
"New entrant CS","2021","Unknown","Commercial","SCS level","160","[c]","81720","71000"
"New entrant CS","2021","Unknown","Commercial","SEO","80","[c]","39370","40000"
"New entrant CS","2021","Unknown","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","AO","35","[c]","21640","21000"
"New entrant CS","2021","Unknown","Communications","EO","475","[c]","25750","25560"
"New entrant CS","2021","Unknown","Communications","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","G7","35","[c]","54540","53420"
"New entrant CS","2021","Unknown","Communications","HEO","135","[c]","32930","31810"
"New entrant CS","2021","Unknown","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","SEO","40","[c]","40860","40600"
"New entrant CS","2021","Unknown","Counter Fraud","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","EO","45","[c]","26320","25560"
"New entrant CS","2021","Unknown","Counter Fraud","HEO","30","[c]","32500","31810"
"New entrant CS","2021","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","AO","655","[c]","20280","20140"
"New entrant CS","2021","Unknown","Debt","EO","15","[c]","[c]","[c]"
