"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Intelligence Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","London","80","80","33290","29570"
"In post","2021","Asian","Counter Fraud","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","North West (England)","20","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Legal","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","London","65","60","30890","29570"
"In post","2021","Asian","Counter Fraud","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","North West (England)","30","30","27120","25560"
"In post","2021","Asian","Counter Fraud","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Delivery","West Midlands (England)","50","50","27310","25560"
"In post","2021","Asian","Counter Fraud","Operational Delivery","Yorkshire and The Humber","35","30","27620","25560"
"In post","2021","Asian","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","London","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Other","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","London","75","70","38790","36160"
"In post","2021","Asian","Counter Fraud","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","South East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","West Midlands (England)","30","25","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Tax","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","London","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","East of England","10","5","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","London","125","105","27300","25630"
"In post","2021","Asian","Debt","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","Scotland","15","15","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Debt","Operational Delivery","West Midlands (England)","65","60","21810","20140"
"In post","2021","Asian","Debt","Operational Delivery","Yorkshire and The Humber","55","45","21640","20140"
"In post","2021","Asian","Debt","Tax","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Debt","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Tax","London","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Tax","North East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Tax","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Debt","Tax","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","East of England","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","London","300","295","44980","41250"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","North East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","North West (England)","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","South East (England)","30","30","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","South West (England)","30","30","33740","31900"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","Wales","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","West Midlands (England)","90","90","38670","36500"
"In post","2021","Asian","Digital, Data & Technology","Digital, Data and Technology","Yorkshire and The Humber","50","45","33800","31810"
"In post","2021","Asian","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
