"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Ministry of Defence","Unknown","40","40","18600","15940"
"In post","2021","16-19","Unknown","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government","Heterosexual / straight","45","45","21660","21150"
"In post","2021","16-19","Unknown","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Chancellor's other departments","Heterosexual / straight","40","40","37270","36230"
"In post","2021","20-29","Analysis","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Chancellor's other departments","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","120","120","38330","34090"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Unknown","35","35","36470","35640"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","Heterosexual / straight","60","55","47030","42020"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Education","Heterosexual / straight","100","100","40370","38920"
"In post","2021","20-29","Analysis","Department for Education","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Education","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs","Unknown","40","40","25210","24920"
"In post","2021","20-29","Analysis","Department for International Trade","Heterosexual / straight","95","95","36740","31800"
"In post","2021","20-29","Analysis","Department for International Trade","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","Unknown","35","35","35010","31800"
"In post","2021","20-29","Analysis","Department for Transport","Heterosexual / straight","125","120","39020","35060"
"In post","2021","20-29","Analysis","Department for Transport","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Transport","Unknown","40","40","36770","30270"
"In post","2021","20-29","Analysis","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care","Heterosexual / straight","40","35","44980","49530"
"In post","2021","20-29","Analysis","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department of Health and Social Care","Unknown","45","45","46660","53360"
"In post","2021","20-29","Analysis","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Revenue and Customs","Heterosexual / straight","135","130","37280","36160"
"In post","2021","20-29","Analysis","HM Revenue and Customs","LGBO","30","30","37740","36160"
"In post","2021","20-29","Analysis","HM Revenue and Customs","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","HM Revenue and Customs","Unknown","80","80","34410","36160"
"In post","2021","20-29","Analysis","HM Treasury","Heterosexual / straight","60","60","41400","36720"
"In post","2021","20-29","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence","Heterosexual / straight","140","140","32980","28660"
"In post","2021","20-29","Analysis","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","Heterosexual / straight","65","65","36440","33210"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Justice","Heterosexual / straight","95","95","37090","33930"
"In post","2021","20-29","Analysis","Ministry of Justice","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Justice","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Heterosexual / straight","380","380","32950","32540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","LGBO","50","50","31680","29770"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Unknown","185","185","30200","29540"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office","Heterosexual / straight","45","45","40830","35590"
"In post","2021","20-29","Commercial","Cabinet Office","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office","Unknown","60","60","54610","54700"
"In post","2021","20-29","Commercial","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
