"Status","Year","Organisation","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","LGBO","1955","1895","27970","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","Undeclared","2580","2450","27810","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","Unknown","7160","6795","28300","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","Heterosexual / straight","835","795","46900","42000"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","LGBO","85","80","42650","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","Undeclared","60","55","45710","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","Unknown","1125","1100","44580","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","Heterosexual / straight","535","530","49990","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","LGBO","70","70","48660","52720"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","Undeclared","30","30","48310","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","Unknown","780","775","47560","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Scottish Government","Female","Heterosexual / straight","85","80","29290","26030"
"In post","2021","Disclosure Scotland","Scottish Government","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","Scottish Government","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","Scottish Government","Female","Unknown","55","50","26060","22230"
"In post","2021","Disclosure Scotland","Scottish Government","Male","Heterosexual / straight","95","95","29840","24110"
"In post","2021","Disclosure Scotland","Scottish Government","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Disclosure Scotland","Scottish Government","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","Scottish Government","Male","Unknown","40","40","25520","22230"
"In post","2021","Disclosure Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Female","Heterosexual / straight","2270","1935","24890","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Female","LGBO","90","85","23080","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Female","Undeclared","1000","755","23430","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Female","Unknown","405","340","22760","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Male","Heterosexual / straight","1555","1510","29690","25910"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Male","LGBO","75","75","26730","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Male","Undeclared","550","525","27920","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Male","Unknown","280","265","27460","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Female","Heterosexual / straight","795","730","29710","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Female","LGBO","50","45","27440","26610"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Female","Undeclared","265","230","29090","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Female","Unknown","320","300","27500","26470"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Male","Heterosexual / straight","1985","1905","30480","27680"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Male","LGBO","85","85","31210","29730"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Male","Undeclared","645","590","29600","26780"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Male","Unknown","645","630","28380","26700"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Department for Education","Female","Heterosexual / straight","695","655","41010","36960"
"In post","2021","Education and Skills Funding Agency","Department for Education","Female","LGBO","35","35","40560","36960"
"In post","2021","Education and Skills Funding Agency","Department for Education","Female","Undeclared","55","50","40320","36780"
"In post","2021","Education and Skills Funding Agency","Department for Education","Female","Unknown","230","220","41630","37100"
"In post","2021","Education and Skills Funding Agency","Department for Education","Male","Heterosexual / straight","510","510","41870","36960"
"In post","2021","Education and Skills Funding Agency","Department for Education","Male","LGBO","35","35","39480","36960"
"In post","2021","Education and Skills Funding Agency","Department for Education","Male","Undeclared","50","50","44110","40940"
"In post","2021","Education and Skills Funding Agency","Department for Education","Male","Unknown","205","200","45660","42580"
"In post","2021","Education and Skills Funding Agency","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Female","Heterosexual / straight","135","130","57450","65650"
"In post","2021","Education Scotland","Scottish Government","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Female","Unknown","85","80","51000","52480"
"In post","2021","Education Scotland","Scottish Government","Male","Heterosexual / straight","45","40","62170","66290"
"In post","2021","Education Scotland","Scottish Government","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Male","Unknown","35","30","57690","64060"
"In post","2021","Education Scotland","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Female","Heterosexual / straight","60","50","53540","62360"
"In post","2021","ESTYN","ESTYN","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Male","Heterosexual / straight","40","40","65060","74730"
"In post","2021","ESTYN","ESTYN","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","ESTYN","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","250","240","39210","32670"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Female","LGBO","15","15","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Female","Unknown","20","15","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","565","545","40960","38760"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Male","LGBO","20","20","[c]","[c]"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Male","Undeclared","65","65","44380","41320"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Male","Unknown","120","120","40600","40410"
"In post","2021","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
