"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Analysis","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
