"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","G7","10","10","49460","52580"
"In post","2021","Digital, Data & Technology","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Research","SEO","15","15","38660","38630"
"In post","2021","Digital, Data & Technology","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","EO","20","15","22880","21200"
"In post","2021","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","G7","15","15","57020","55350"
"In post","2021","Digital, Data & Technology","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","EO","30","30","26530","27520"
"In post","2021","Digital, Data & Technology","Science and Engineering","G6","55","50","61780","60640"
"In post","2021","Digital, Data & Technology","Science and Engineering","G7","125","115","48570","48080"
"In post","2021","Digital, Data & Technology","Science and Engineering","HEO","90","85","32610","32730"
"In post","2021","Digital, Data & Technology","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Science and Engineering","SEO","235","215","40050","39660"
"In post","2021","Digital, Data & Technology","Security","EO","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Security","HEO","10","10","33600","33930"
"In post","2021","Digital, Data & Technology","Security","SEO","20","20","39100","39440"
"In post","2021","Digital, Data & Technology","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","EO","15","10","25970","25560"
"In post","2021","Digital, Data & Technology","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","HEO","20","20","31220","31810"
"In post","2021","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Tax","SEO","30","30","37640","38630"
"In post","2021","Digital, Data & Technology","Unknown","AO","20","20","22210","21530"
"In post","2021","Digital, Data & Technology","Unknown","EO","125","125","27100","27500"
"In post","2021","Digital, Data & Technology","Unknown","G6","125","120","67520","66700"
"In post","2021","Digital, Data & Technology","Unknown","G7","555","545","56000","54700"
"In post","2021","Digital, Data & Technology","Unknown","HEO","265","260","33700","34550"
"In post","2021","Digital, Data & Technology","Unknown","SCS level","50","50","102590","96190"
"In post","2021","Digital, Data & Technology","Unknown","SEO","195","195","40210","40600"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Corporate Finance","AO","5","5","[c]","[c]"
"In post","2021","Finance","Corporate Finance","EO","20","15","26210","26640"
"In post","2021","Finance","Corporate Finance","G6","15","15","70330","71810"
"In post","2021","Finance","Corporate Finance","G7","35","35","54930","55410"
"In post","2021","Finance","Corporate Finance","HEO","25","25","32260","30540"
"In post","2021","Finance","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Corporate Finance","SEO","25","25","41890","41160"
"In post","2021","Finance","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2021","Finance","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2021","Finance","Economics","AO","10","10","[c]","[c]"
"In post","2021","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Economics","G6","10","10","[c]","[c]"
"In post","2021","Finance","Economics","G7","25","25","52550","53360"
"In post","2021","Finance","Economics","HEO","30","30","32810","32790"
"In post","2021","Finance","Economics","SCS level","5","5","[c]","[c]"
"In post","2021","Finance","Economics","SEO","15","15","38180","38730"
"In post","2021","Finance","Finance","AA","70","55","19730","20070"
"In post","2021","Finance","Finance","AO","990","830","21420","21440"
"In post","2021","Finance","Finance","EO","1390","1320","26520","26670"
"In post","2021","Finance","Finance","G6","475","465","67480","67220"
"In post","2021","Finance","Finance","G7","1240","1215","55460","54540"
"In post","2021","Finance","Finance","HEO","1525","1470","33570","33070"
"In post","2021","Finance","Finance","SCS level","225","220","90180","83610"
"In post","2021","Finance","Finance","SEO","1590","1545","41830","40650"
"In post","2021","Finance","Finance","Unknown","45","45","44860","40320"
"In post","2021","Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","SEO","5","5","[c]","[c]"
"In post","2021","Finance","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","Finance","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2021","Finance","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","AA","80","75","20070","20070"
"In post","2021","Finance","Operational Delivery","AO","280","235","20710","20140"
"In post","2021","Finance","Operational Delivery","EO","180","165","26350","25560"
"In post","2021","Finance","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2021","Finance","Operational Delivery","G7","50","50","55480","54270"
"In post","2021","Finance","Operational Delivery","HEO","165","160","32010","31810"
"In post","2021","Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","SEO","95","95","38830","38630"
"In post","2021","Finance","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","EO","35","30","23650","22650"
"In post","2021","Finance","Other","G6","20","20","67680","66130"
"In post","2021","Finance","Other","G7","20","15","52430","53970"
"In post","2021","Finance","Other","HEO","35","35","29210","29050"
"In post","2021","Finance","Other","SCS level","15","15","102910","86350"
"In post","2021","Finance","Other","SEO","30","25","37780","37830"
"In post","2021","Finance","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","G7","10","10","52220","52250"
"In post","2021","Finance","Policy","HEO","10","10","[c]","[c]"
"In post","2021","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","SEO","10","10","39310","38670"
"In post","2021","Finance","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Finance","Project Delivery","G6","10","10","71000","67730"
"In post","2021","Finance","Project Delivery","G7","20","20","50830","50410"
"In post","2021","Finance","Project Delivery","HEO","20","20","30050","30420"
"In post","2021","Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","SEO","20","20","39580","39070"
"In post","2021","Finance","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","AO","15","15","20140","20140"
"In post","2021","Finance","Tax","EO","10","10","[c]","[c]"
"In post","2021","Finance","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","G7","5","5","[c]","[c]"
"In post","2021","Finance","Tax","HEO","15","15","32050","31810"
"In post","2021","Finance","Tax","SEO","15","15","38350","38630"
"In post","2021","Finance","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","AO","40","30","21150","20140"
"In post","2021","Finance","Unknown","EO","40","35","28050","28000"
"In post","2021","Finance","Unknown","G6","20","20","67370","68010"
"In post","2021","Finance","Unknown","G7","75","70","54990","54700"
"In post","2021","Finance","Unknown","HEO","75","75","34740","35640"
"In post","2021","Finance","Unknown","SCS level","20","20","93350","89760"
"In post","2021","Finance","Unknown","SEO","65","60","40430","40600"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","AO","955","855","21010","21050"
"In post","2021","Grants Management","Operational Delivery","EO","540","495","25510","25190"
"In post","2021","Grants Management","Operational Delivery","G6","15","15","59950","59990"
"In post","2021","Grants Management","Operational Delivery","G7","40","40","49820","49350"
"In post","2021","Grants Management","Operational Delivery","HEO","235","215","30610","30260"
"In post","2021","Grants Management","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","SEO","95","90","37870","37230"
"In post","2021","Grants Management","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2021","Human Resources","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","AA","70","65","19910","19560"
"In post","2021","Human Resources","Human Resources","AO","1045","955","21640","21130"
"In post","2021","Human Resources","Human Resources","EO","1205","1135","26920","26670"
"In post","2021","Human Resources","Human Resources","G6","375","365","66980","65920"
"In post","2021","Human Resources","Human Resources","G7","1070","1030","54890","54060"
