"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Asian","Department for Education","545","535","40310","36960"
"In post","2021","Declared non-disabled","Asian","Department for Environment, Food and Rural Affairs","285","275","35990","32560"
"In post","2021","Declared non-disabled","Asian","Department for International Trade","140","140","42310","38540"
"In post","2021","Declared non-disabled","Asian","Department for Transport","450","435","40470","35060"
"In post","2021","Declared non-disabled","Asian","Department for Work and Pensions","6000","5410","27900","27570"
"In post","2021","Declared non-disabled","Asian","Department of Health and Social Care","700","650","40590","33100"
"In post","2021","Declared non-disabled","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Food Standards Agency","30","30","37220","32830"
"In post","2021","Declared non-disabled","Asian","Foreign, Commonwealth and Development Office","375","365","42850","37620"
"In post","2021","Declared non-disabled","Asian","HM Land Registry","130","115","32210","27130"
"In post","2021","Declared non-disabled","Asian","HM Revenue and Customs","3370","3170","30940","29570"
"In post","2021","Declared non-disabled","Asian","HM Treasury","195","190","44720","40900"
"In post","2021","Declared non-disabled","Asian","Home Office","3935","3650","31180","28810"
"In post","2021","Declared non-disabled","Asian","Ministry of Defence","1055","1025","33980","31950"
"In post","2021","Declared non-disabled","Asian","Ministry of Housing, Communities and Local Government","175","170","40720","36340"
"In post","2021","Declared non-disabled","Asian","Ministry of Justice","3200","2975","28430","24440"
"In post","2021","Declared non-disabled","Asian","National Crime Agency","75","70","42090","40170"
"In post","2021","Declared non-disabled","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office for Standards in Education","85","85","41400","35010"
"In post","2021","Declared non-disabled","Asian","Office of Gas and Electricity Markets","95","95","44340","39150"
"In post","2021","Declared non-disabled","Asian","Office of Qualifications and Examinations Regulation","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Office of Rail and Road","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Scottish Government","115","110","36490","32930"
"In post","2021","Declared non-disabled","Asian","The National Archives","30","25","34780","34030"
"In post","2021","Declared non-disabled","Asian","UK Export Finance","60","60","49580","43160"
"In post","2021","Declared non-disabled","Asian","UK Supreme Court","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","United Kingdom Statistics Authority","55","50","33060","31710"
"In post","2021","Declared non-disabled","Asian","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Water Services Regulation Authority","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Welsh Government","40","40","38960","35950"
"In post","2021","Declared non-disabled","Black","Attorney General's Departments","420","400","41460","33310"
"In post","2021","Declared non-disabled","Black","Cabinet Office","205","200","42270","35590"
"In post","2021","Declared non-disabled","Black","Chancellor's other departments","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Competition and Markets Authority","35","35","42760","43490"
"In post","2021","Declared non-disabled","Black","Department for Business, Energy and Industrial Strategy","275","275","38300","33960"
"In post","2021","Declared non-disabled","Black","Department for Digital, Culture, Media and Sport","70","70","40520","34020"
"In post","2021","Declared non-disabled","Black","Department for Education","220","215","39800","36780"
"In post","2021","Declared non-disabled","Black","Department for Environment, Food and Rural Affairs","175","170","35360","32560"
"In post","2021","Declared non-disabled","Black","Department for International Trade","90","90","39150","33320"
"In post","2021","Declared non-disabled","Black","Department for Transport","205","200","37530","35060"
"In post","2021","Declared non-disabled","Black","Department for Work and Pensions","3115","2960","29220","29540"
"In post","2021","Declared non-disabled","Black","Department of Health and Social Care","450","425","37400","32790"
"In post","2021","Declared non-disabled","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Food Standards Agency","30","30","34530","32830"
"In post","2021","Declared non-disabled","Black","Foreign, Commonwealth and Development Office","190","190","38860","34770"
"In post","2021","Declared non-disabled","Black","HM Land Registry","35","35","33080","30600"
"In post","2021","Declared non-disabled","Black","HM Revenue and Customs","1090","1050","32080","30000"
"In post","2021","Declared non-disabled","Black","HM Treasury","70","70","38940","34090"
"In post","2021","Declared non-disabled","Black","Home Office","1625","1530","32620","29080"
"In post","2021","Declared non-disabled","Black","Ministry of Defence","595","585","32890","31230"
"In post","2021","Declared non-disabled","Black","Ministry of Housing, Communities and Local Government","120","120","41460","38140"
"In post","2021","Declared non-disabled","Black","Ministry of Justice","2755","2660","29790","26810"
"In post","2021","Declared non-disabled","Black","National Crime Agency","35","35","37900","36720"
"In post","2021","Declared non-disabled","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office for Standards in Education","45","45","46990","47710"
"In post","2021","Declared non-disabled","Black","Office of Gas and Electricity Markets","45","45","44100","39660"
"In post","2021","Declared non-disabled","Black","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Office of Rail and Road","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Scottish Government","35","35","39230","36320"
"In post","2021","Declared non-disabled","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","UK Export Finance","30","30","45430","38410"
"In post","2021","Declared non-disabled","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","United Kingdom Statistics Authority","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Welsh Government","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Attorney General's Departments","40","35","42850","46290"
"In post","2021","Declared non-disabled","Chinese","Cabinet Office","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Business, Energy and Industrial Strategy","50","50","41770","40050"
"In post","2021","Declared non-disabled","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Education","30","30","42920","38870"
"In post","2021","Declared non-disabled","Chinese","Department for Environment, Food and Rural Affairs","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for International Trade","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Transport","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Department for Work and Pensions","125","115","29150","27570"
"In post","2021","Declared non-disabled","Chinese","Department of Health and Social Care","50","50","49100","42190"
"In post","2021","Declared non-disabled","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Foreign, Commonwealth and Development Office","35","35","38960","35370"
"In post","2021","Declared non-disabled","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","HM Revenue and Customs","140","130","34120","29570"
"In post","2021","Declared non-disabled","Chinese","HM Treasury","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Home Office","130","125","32270","28940"
"In post","2021","Declared non-disabled","Chinese","Ministry of Defence","65","60","33350","29200"
"In post","2021","Declared non-disabled","Chinese","Ministry of Housing, Communities and Local Government","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Ministry of Justice","110","105","30640","26410"
"In post","2021","Declared non-disabled","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Scottish Government","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","UK Export Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","United Kingdom Statistics Authority","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Welsh Government","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Attorney General's Departments","200","190","47960","51070"
"In post","2021","Declared non-disabled","Mixed","Cabinet Office","145","145","47330","38580"
"In post","2021","Declared non-disabled","Mixed","Chancellor's other departments","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Competition and Markets Authority","35","30","47850","52580"
"In post","2021","Declared non-disabled","Mixed","Department for Business, Energy and Industrial Strategy","195","190","45410","41550"
"In post","2021","Declared non-disabled","Mixed","Department for Digital, Culture, Media and Sport","70","70","45550","42020"
"In post","2021","Declared non-disabled","Mixed","Department for Education","135","130","43170","40840"
"In post","2021","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs","145","140","38480","33740"
