"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","No function","London","185","[c]","33900","30970"
"New entrant CS","2021","Undeclared","No function","Outside London","210","[c]","28060","24240"
"New entrant CS","2021","Undeclared","Project Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","London","90","[c]","31500","31060"
"New entrant CS","2021","Undeclared","Unknown","Outside London","265","[c]","26850","27570"
"New entrant CS","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","London","180","[c]","39350","36160"
"New entrant CS","2021","Unknown","Analysis","Outside London","125","[c]","30230","29540"
"New entrant CS","2021","Unknown","Commercial","London","180","[c]","73840","70240"
"New entrant CS","2021","Unknown","Commercial","Outside London","155","[c]","47700","40320"
"New entrant CS","2021","Unknown","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","London","160","[c]","37380","33360"
"New entrant CS","2021","Unknown","Communications","Outside London","500","[c]","27430","25560"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Outside London","70","[c]","28090","25560"
"New entrant CS","2021","Unknown","Debt","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Outside London","630","[c]","20280","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","London","225","[c]","45370","40650"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Outside London","425","[c]","36490","31810"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","London","95","[c]","36680","32790"
"New entrant CS","2021","Unknown","Finance","Outside London","140","[c]","30980","28970"
"New entrant CS","2021","Unknown","Grants Management","Outside London","40","[c]","22480","21050"
"New entrant CS","2021","Unknown","Human Resources","London","55","[c]","33440","27270"
"New entrant CS","2021","Unknown","Human Resources","Outside London","120","[c]","31550","28000"
"New entrant CS","2021","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","London","120","[c]","36800","30850"
"New entrant CS","2021","Unknown","Legal","Outside London","245","[c]","29330","23900"
"New entrant CS","2021","Unknown","No function","London","2280","[c]","32780","28500"
"New entrant CS","2021","Unknown","No function","Outside London","5275","[c]","23400","20810"
"New entrant CS","2021","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","105","[c]","31380","28000"
"New entrant CS","2021","Unknown","Project Delivery","London","80","[c]","41880","39280"
"New entrant CS","2021","Unknown","Project Delivery","Outside London","305","[c]","30790","27540"
"New entrant CS","2021","Unknown","Property","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Outside London","180","[c]","26840","23810"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","London","45","[c]","34500","30120"
"New entrant CS","2021","Unknown","Security","Outside London","245","[c]","26960","23540"
"New entrant CS","2021","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","1115","[c]","35950","31060"
"New entrant CS","2021","Unknown","Unknown","Outside London","3205","[c]","28730","27570"
"New entrant CS","2021","Unknown","Unknown","Overseas","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","380","[c]","34890","27570"
"New entrant CS","2021","White","Analysis","London","395","[c]","36320","32720"
"New entrant CS","2021","White","Analysis","Outside London","325","[c]","30930","29540"
"New entrant CS","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","London","80","[c]","43710","40620"
"New entrant CS","2021","White","Commercial","Outside London","240","[c]","32430","30200"
"New entrant CS","2021","White","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","London","165","[c]","37700","34550"
"New entrant CS","2021","White","Communications","Outside London","355","[c]","28320","25560"
"New entrant CS","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","London","40","[c]","36330","32350"
"New entrant CS","2021","White","Counter Fraud","Outside London","55","[c]","29040","25560"
"New entrant CS","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","London","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Outside London","240","[c]","20390","20140"
"New entrant CS","2021","White","Digital, Data & Technology","London","230","[c]","47860","43460"
"New entrant CS","2021","White","Digital, Data & Technology","Outside London","625","[c]","36860","33000"
"New entrant CS","2021","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","London","100","[c]","43670","36800"
"New entrant CS","2021","White","Finance","Outside London","285","[c]","33230","29000"
"New entrant CS","2021","White","Grants Management","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","London","160","[c]","38040","31910"
"New entrant CS","2021","White","Human Resources","Outside London","380","[c]","29780","25560"
"New entrant CS","2021","White","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","London","320","[c]","40790","43920"
"New entrant CS","2021","White","Legal","Outside London","455","[c]","34110","33550"
"New entrant CS","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","London","2925","[c]","36420","32790"
"New entrant CS","2021","White","No function","Outside London","7765","[c]","26250","22920"
"New entrant CS","2021","White","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","No function","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","London","200","[c]","44080","36750"
"New entrant CS","2021","White","Project Delivery","Outside London","1005","[c]","35350","33000"
"New entrant CS","2021","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","London","40","[c]","40670","35490"
"New entrant CS","2021","White","Property","Outside London","440","[c]","30190","26350"
"New entrant CS","2021","White","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","London","55","[c]","33300","29370"
"New entrant CS","2021","White","Security","Outside London","405","[c]","25580","23540"
"New entrant CS","2021","White","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","London","1180","[c]","33150","31060"
"New entrant CS","2021","White","Unknown","Outside London","11790","[c]","26250","27570"
"New entrant CS","2021","White","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","205","[c]","28730","27570"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"","For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' from 2022 onwards.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
