"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","HM Revenue and Customs","Tax","1380","1305","32500","31810"
"In post","2021","Asian","HM Revenue and Customs","Unknown","385","370","30740","25560"
"In post","2021","Asian","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Communications","5","5","[c]","[c]"
"In post","2021","Asian","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury","Economics","25","25","[c]","[c]"
"In post","2021","Asian","HM Treasury","Finance","15","15","[c]","[c]"
"In post","2021","Asian","HM Treasury","Human Resources","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Internal Audit","45","45","49940","49750"
"In post","2021","Asian","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Operational Delivery","30","30","32480","29460"
"In post","2021","Asian","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Policy","105","105","48240","52500"
"In post","2021","Asian","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Treasury","Tax","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Home Office","Commercial","10","10","[c]","[c]"
"In post","2021","Asian","Home Office","Communications","10","10","[c]","[c]"
"In post","2021","Asian","Home Office","Counter Fraud","15","10","[c]","[c]"
"In post","2021","Asian","Home Office","Digital, Data and Technology","180","175","48660","45200"
"In post","2021","Asian","Home Office","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Home Office","Finance","65","65","40990","36010"
"In post","2021","Asian","Home Office","Human Resources","70","65","38590","35070"
"In post","2021","Asian","Home Office","Intelligence Analysis","130","125","29690","29010"
"In post","2021","Asian","Home Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Asian","Home Office","Operational Delivery","3200","2905","28200","27770"
"In post","2021","Asian","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Other","255","240","33120","29870"
"In post","2021","Asian","Home Office","Policy","240","235","43930","41970"
"In post","2021","Asian","Home Office","Project Delivery","165","160","41610","41950"
"In post","2021","Asian","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Science and Engineering","15","15","[c]","[c]"
"In post","2021","Asian","Home Office","Security","80","80","28140","25630"
"In post","2021","Asian","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Home Office","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Commercial","45","45","38540","35900"
"In post","2021","Asian","Ministry of Defence","Communications","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Digital, Data and Technology","45","45","37650","35030"
"In post","2021","Asian","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Finance","110","110","38720","34990"
"In post","2021","Asian","Ministry of Defence","Human Resources","65","60","31220","26670"
"In post","2021","Asian","Ministry of Defence","Intelligence Analysis","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Internal Audit","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Knowledge and Information Management","30","30","31440","30750"
"In post","2021","Asian","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Medicine","70","60","47350","32720"
"In post","2021","Asian","Ministry of Defence","Operational Delivery","25","25","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Operational Research","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Other","285","270","25910","22770"
"In post","2021","Asian","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Policy","35","35","39770","39070"
"In post","2021","Asian","Ministry of Defence","Project Delivery","205","200","38970","37640"
"In post","2021","Asian","Ministry of Defence","Property","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Science and Engineering","180","180","37540","37020"
"In post","2021","Asian","Ministry of Defence","Security","110","105","26550","21150"
"In post","2021","Asian","Ministry of Defence","Statistics","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","40","40","35880","33300"
"In post","2021","Asian","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Finance","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Operational Delivery","45","40","32350","30190"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Planning","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Policy","110","105","42480","38160"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Project Delivery","20","20","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Commercial","50","50","39700","36260"
"In post","2021","Asian","Ministry of Justice","Communications","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Digital, Data and Technology","85","85","45460","41080"
"In post","2021","Asian","Ministry of Justice","Economics","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Finance","95","90","37690","36800"
"In post","2021","Asian","Ministry of Justice","Human Resources","55","50","35390","31180"
"In post","2021","Asian","Ministry of Justice","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Legal","135","125","40890","41100"
"In post","2021","Asian","Ministry of Justice","Operational Delivery","3185","2930","26170","22920"
"In post","2021","Asian","Ministry of Justice","Operational Research","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Policy","135","130","33520","30850"
"In post","2021","Asian","Ministry of Justice","Project Delivery","65","65","38950","36800"
"In post","2021","Asian","Ministry of Justice","Property","15","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Psychology","35","35","33610","31180"
"In post","2021","Asian","Ministry of Justice","Security","25","25","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Statistics","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Human Resources","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Operational Delivery","190","185","35800","36200"
"In post","2021","Asian","National Crime Agency","Project Delivery","10","10","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Security","10","10","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Finance","5","5","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Human Resources","5","5","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Inspector of Education and Training","20","20","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
