"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Security","Outside London","Female","25","20","[c]","[c]"
"In post","2021","65+","Security","Outside London","Male","160","135","23750","20060"
"In post","2021","65+","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Research","Outside London","Female","5","5","[c]","[c]"
"In post","2021","65+","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","London","Male","10","5","[c]","[c]"
"In post","2021","65+","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2021","65+","Tax","London","Female","25","20","[c]","[c]"
"In post","2021","65+","Tax","London","Male","60","45","42670","39800"
"In post","2021","65+","Tax","Outside London","Female","95","65","32670","28130"
"In post","2021","65+","Tax","Outside London","Male","175","110","38490","35000"
"In post","2021","65+","Unknown","London","Female","230","175","31180","31060"
"In post","2021","65+","Unknown","London","Male","135","115","38190","31060"
"In post","2021","65+","Unknown","Outside London","Female","1560","1085","25780","26120"
"In post","2021","65+","Unknown","Outside London","Male","960","735","28070","26930"
"In post","2021","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Female","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","65+","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinarian","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Male","5","5","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Delivery","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Science and Engineering","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","Female","40","[c]","31850","32200"
"Leaver CS","2021","20-29","Communications","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","Male","50","[c]","29090","28980"
"Leaver CS","2021","20-29","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Economics","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","London","Female","210","[c]","25960","24590"
"Leaver CS","2021","20-29","Operational Delivery","London","Male","130","[c]","27750","26410"
"Leaver CS","2021","20-29","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","Female","960","[c]","21560","20880"
"Leaver CS","2021","20-29","Operational Delivery","Outside London","Male","780","[c]","22200","21050"
