"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Met Office","London","40","35","42850","42300"
"In post","2021","Declared non-disabled","Met Office","Outside London","1925","1840","40240","39650"
"In post","2021","Declared non-disabled","Met Office","Overseas","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","London","2450","2400","42610","38230"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","22580","21800","30910","26670"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","365","365","40550","33630"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","125","120","31730","27370"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","London","1365","1335","49140","53130"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","500","480","39600","36340"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","London","2350","2285","44880","39530"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","1245","1205","37270","33690"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","London","505","490","47210","45210"
"In post","2021","Declared non-disabled","National Crime Agency","Outside London","1130","1095","39990","39000"
"In post","2021","Declared non-disabled","National Crime Agency","Overseas","75","75","64770","62470"
"In post","2021","Declared non-disabled","National Crime Agency","Unknown","45","40","46380","45480"
"In post","2021","Declared non-disabled","National Infrastructure Commission","London","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","Outside London","205","190","36460","35110"
"In post","2021","Declared non-disabled","National Savings and Investments","London","145","145","53150","47480"
"In post","2021","Declared non-disabled","National Savings and Investments","Outside London","35","35","45900","42500"
"In post","2021","Declared non-disabled","Northern Ireland Office","London","35","35","52840","52850"
"In post","2021","Declared non-disabled","Northern Ireland Office","Outside London","45","45","39250","34990"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","360","350","57980","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","1115","1075","48020","46360"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","London","585","575","51150","46590"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","435","430","36410","32340"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","155","150","44400","38760"
"In post","2021","Declared non-disabled","Office of Rail and Road","London","185","175","56260","55430"
"In post","2021","Declared non-disabled","Office of Rail and Road","Outside London","105","105","51880","51660"
"In post","2021","Declared non-disabled","Office of the Public Guardian","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Outside London","945","875","22080","19930"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Outside London","605","555","44550","47660"
"In post","2021","Declared non-disabled","Public Health England","London","1975","1825","45050","40070"
"In post","2021","Declared non-disabled","Public Health England","Outside London","2495","2260","39150","31970"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","London","40","40","41290","34850"
"In post","2021","Declared non-disabled","Registers of Scotland","Outside London","545","530","33620","30080"
"In post","2021","Declared non-disabled","Revenue Scotland","Outside London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Outside London","1935","1775","26480","24920"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","35","35","49030","46600"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","115","110","30940","22820"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","Outside London","170","160","35280","35330"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Outside London","4360","4175","44370","39660"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","Outside London","30","30","55420","61010"
"In post","2021","Declared non-disabled","Scottish Prison Service","Outside London","70","70","38740","33650"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","Outside London","135","120","31000","29190"
"In post","2021","Declared non-disabled","Serious Fraud Office","London","325","320","45910","40950"
"In post","2021","Declared non-disabled","Social Security Scotland","Outside London","665","645","31670","27150"
"In post","2021","Declared non-disabled","Standards and Testing Agency","London","35","30","48230","45850"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Outside London","65","60","40520","37100"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","Outside London","75","75","35220","31150"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Outside London","1270","1245","41490","39860"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Overseas","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Outside London","50","50","32530","29550"
"In post","2021","Declared non-disabled","The National Archives","London","340","325","35890","34260"
"In post","2021","Declared non-disabled","Transport Scotland","Outside London","255","245","44870","40930"
"In post","2021","Declared non-disabled","UK Export Finance","London","380","375","54030","49200"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Outside London","500","480","34790","33290"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","London","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Outside London","1020","950","39580","39120"
"In post","2021","Declared non-disabled","UK Space Agency","London","60","60","48460","40220"
"In post","2021","Declared non-disabled","UK Space Agency","Outside London","70","65","48520","49100"
"In post","2021","Declared non-disabled","UK Supreme Court","London","50","50","37580","32770"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","London","140","140","46980","39030"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Outside London","2460","2160","33610","30130"
"In post","2021","Declared non-disabled","Valuation Office Agency","London","440","415","40820","36400"
"In post","2021","Declared non-disabled","Valuation Office Agency","Outside London","1855","1705","33710","31100"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Outside London","165","160","35790","34290"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinary Medicines Directorate","Outside London","140","135","42880","38790"
"In post","2021","Declared non-disabled","Wales Office","London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Outside London","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","London","45","45","72940","70000"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Outside London","125","120","51280","49160"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Outside London","4910","4640","41250","37410"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Outside London","65","60","33280","28640"
