"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Competition and Markets Authority","35","35","50820","45980"
"In post","2021","Human Resources","Crown Commercial Service","30","30","37140","31290"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","30","30","33810","31110"
"In post","2021","Human Resources","Crown Prosecution Service","145","140","40720","35610"
"In post","2021","Human Resources","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","10","10","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","195","180","39310","34370"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","75","70","33540","28650"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","115","115","46810","47520"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","65","60","49570","38540"
"In post","2021","Human Resources","Department for Education (excl. agencies)","135","130","34720","29730"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","260","245","42830","38710"
"In post","2021","Human Resources","Department for International Trade","125","125","43250","38540"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","115","110","44410","42470"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","135","130","39780","32790"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","170","160","32650","31380"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","95","90","35500","33350"
"In post","2021","Human Resources","Education and Skills Funding Agency","15","10","47780","44000"
"In post","2021","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","40","35","42390","39580"
"In post","2021","Human Resources","Food Standards Agency","35","30","40810","38610"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","240","230","43800","38860"
"In post","2021","Human Resources","Forestry and Land Scotland","70","70","30820","29650"
"In post","2021","Human Resources","Government Actuary's Department","10","10","42450","35840"
"In post","2021","Human Resources","Government Internal Audit Agency","10","10","41830","39590"
"In post","2021","Human Resources","Government Legal Department","60","60","37880","31180"
"In post","2021","Human Resources","Government Property Agency","15","15","42570","36440"
"In post","2021","Human Resources","Health and Safety Executive","85","80","39880","35910"
"In post","2021","Human Resources","HM Courts and Tribunals Service","95","90","38140","31570"
"In post","2021","Human Resources","HM Land Registry","95","85","40290","33840"
"In post","2021","Human Resources","HM Prison and Probation Service","130","125","47280","48390"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","1580","1465","35380","31810"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","95","90","42670","38720"
"In post","2021","Human Resources","Insolvency Service","45","45","41550","42440"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","35","30","34070","31210"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","25","25","46700","40900"
"In post","2021","Human Resources","Met Office","70","65","38220","33350"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","1670","1570","30770","26670"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","65","65","42160","36340"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","750","725","41210","36800"
"In post","2021","Human Resources","National Crime Agency","185","175","40160","39240"
"In post","2021","Human Resources","National Savings and Investments","5","5","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","55","55","39210","32010"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","25","25","43020","40530"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","10","10","45200","45850"
"In post","2021","Human Resources","Planning Inspectorate","20","20","35220","34860"
"In post","2021","Human Resources","Public Health England","135","125","45460","40070"
"In post","2021","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","45","40","37250","36780"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","35","30","34950","32890"
"In post","2021","Human Resources","Scottish Prison Service","125","120","34860","33650"
"In post","2021","Human Resources","Serious Fraud Office","10","10","38980","35790"
"In post","2021","Human Resources","Submarine Delivery Agency","225","210","37340","32710"
"In post","2021","Human Resources","The National Archives","20","15","34890","29120"
"In post","2021","Human Resources","UK Export Finance","30","25","45620","41000"
"In post","2021","Human Resources","UK Hydrographic Office","15","15","36320","33290"
"In post","2021","Human Resources","UK Intellectual Property Office","45","45","37300","31270"
"In post","2021","Human Resources","UK Space Agency","10","10","41100","40050"
"In post","2021","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","215","205","37360","32540"
"In post","2021","Human Resources","Valuation Office Agency","90","85","39390","33250"
"In post","2021","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","15","10","42810","40530"
"In post","2021","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","41430","38500"
"In post","2021","Internal Audit","Government Internal Audit Agency","350","335","50400","48780"
"In post","2021","Internal Audit","HM Land Registry","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","65","65","48010","48800"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","75","70","44180","41350"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","15","15","38250","35410"
"In post","2021","Internal Audit","Met Office","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","135","135","38580","34610"
"In post","2021","Internal Audit","Scottish Prison Service","10","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","5","5","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","35","35","53910","51540"
"In post","2021","Legal","Cabinet Office (excl. agencies)","55","55","79760","79760"
"In post","2021","Legal","Charity Commission","25","20","51080","51830"
"In post","2021","Legal","Companies House","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","160","155","69080","72430"
"In post","2021","Legal","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","600","565","54610","52490"
"In post","2021","Legal","Crown Prosecution Service","6240","5780","41420","38000"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","25","25","55650","58690"
"In post","2021","Legal","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Defence Science and Technology Laboratory","10","10","62670","72050"
"In post","2021","Legal","Department for Education (excl. agencies)","60","55","54720","57570"
"In post","2021","Legal","Department for International Trade","10","10","60350","53920"
"In post","2021","Legal","FCDO Services","55","35","51960","57760"
"In post","2021","Legal","Food Standards Agency","20","20","48660","48540"
"In post","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","70","65","63350","67120"
"In post","2021","Legal","Government Legal Department","2350","2185","55580","52730"
"In post","2021","Legal","Health and Safety Executive","20","20","49730","55700"
"In post","2021","Legal","HM Courts and Tribunals Service","1185","1070","42150","43160"
"In post","2021","Legal","HM Land Registry","260","240","50540","57000"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","1280","1205","40270","32030"
"In post","2021","Legal","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Insolvency Service","40","35","57030","53390"
"In post","2021","Legal","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","80","80","50430","45370"
