"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","G6/G7","60","[c]","55140","53490"
"Leaver Dept.","2021","No function","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","International Trade","SEO/HEO","60","[c]","35320","35630"
"Leaver Dept.","2021","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Delivery","AA/AO","625","[c]","20440","19930"
"Leaver Dept.","2021","No function","Operational Delivery","EO","245","[c]","24940","24250"
"Leaver Dept.","2021","No function","Operational Delivery","G6/G7","85","[c]","55790","53860"
"Leaver Dept.","2021","No function","Operational Delivery","SCS level","15","[c]","98760","88660"
"Leaver Dept.","2021","No function","Operational Delivery","SEO/HEO","265","[c]","34460","33100"
"Leaver Dept.","2021","No function","Operational Delivery","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","EO","15","[c]","26520","25810"
"Leaver Dept.","2021","No function","Other","G6/G7","15","[c]","59000","59810"
"Leaver Dept.","2021","No function","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Other","SEO/HEO","25","[c]","35710","35350"
"Leaver Dept.","2021","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Policy","AA/AO","20","[c]","22650","22880"
"Leaver Dept.","2021","No function","Policy","EO","140","[c]","27490","27310"
"Leaver Dept.","2021","No function","Policy","G6/G7","410","[c]","55400","53400"
"Leaver Dept.","2021","No function","Policy","SCS level","65","[c]","85130","75410"
"Leaver Dept.","2021","No function","Policy","SEO/HEO","640","[c]","35480","33960"
"Leaver Dept.","2021","No function","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Science and Engineering","G6/G7","15","[c]","53410","52390"
"Leaver Dept.","2021","No function","Science and Engineering","SEO/HEO","25","[c]","32770","31980"
"Leaver Dept.","2021","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","30","[c]","22800","22650"
"Leaver Dept.","2021","No function","Unknown","EO","70","[c]","27500","27500"
"Leaver Dept.","2021","No function","Unknown","G6/G7","200","[c]","57260","54700"
"Leaver Dept.","2021","No function","Unknown","SCS level","40","[c]","84680","78270"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","705","[c]","32370","32000"
"Leaver Dept.","2021","No function","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","SEO/HEO","20","[c]","31930","30420"
"Leaver Dept.","2021","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","SEO/HEO","10","[c]","33790","33110"
"Leaver Dept.","2021","Project Delivery","Other","EO","15","[c]","21280","20450"
"Leaver Dept.","2021","Project Delivery","Other","G6/G7","10","[c]","59910","59360"
"Leaver Dept.","2021","Project Delivery","Other","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","SEO/HEO","30","[c]","30450","29600"
"Leaver Dept.","2021","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","G6/G7","25","[c]","55680","53000"
"Leaver Dept.","2021","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","SEO/HEO","10","[c]","38120","38600"
"Leaver Dept.","2021","Project Delivery","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","EO","35","[c]","25120","25550"
"Leaver Dept.","2021","Project Delivery","Project Delivery","G6/G7","75","[c]","57950","55610"
"Leaver Dept.","2021","Project Delivery","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","SEO/HEO","155","[c]","35160","34030"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","EO","10","[c]","24260","26940"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","SEO/HEO","15","[c]","34250","33010"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","AA/AO","25","[c]","20760","21100"
"Leaver Dept.","2021","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","EO","15","[c]","25640","25860"
"Leaver Dept.","2021","Property","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","SEO/HEO","25","[c]","34540","33300"
"Leaver Dept.","2021","Property","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","AA/AO","10","[c]","24880","21130"
"Leaver Dept.","2021","Security","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","20","[c]","35190","34140"
"Leaver Dept.","2021","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","SEO/HEO","20","[c]","32720","33770"
"Leaver Dept.","2021","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","SEO/HEO","25","[c]","40910","38510"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","SEO/HEO","20","[c]","36100","35130"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","G6/G7","15","[c]","57950","53760"
"Leaver Dept.","2021","Unknown","Finance","SEO/HEO","15","[c]","38700","38300"
"Leaver Dept.","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","SEO/HEO","15","[c]","34300","36600"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","EO","15","[c]","27000","27220"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","SEO/HEO","25","[c]","37790","37640"
"Leaver Dept.","2021","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","AA/AO","115","[c]","21670","21010"
"Leaver Dept.","2021","Unknown","Operational Delivery","EO","200","[c]","26030","25000"
"Leaver Dept.","2021","Unknown","Operational Delivery","G6/G7","25","[c]","57620","55930"
"Leaver Dept.","2021","Unknown","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","SEO/HEO","110","[c]","34140","33500"
"Leaver Dept.","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","AA/AO","35","[c]","21220","20920"
"Leaver Dept.","2021","Unknown","Other","EO","40","[c]","27890","28410"
"Leaver Dept.","2021","Unknown","Other","G6/G7","20","[c]","59460","57460"
"Leaver Dept.","2021","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","SEO/HEO","50","[c]","35830","34380"
"Leaver Dept.","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","EO","40","[c]","28610","28500"
"Leaver Dept.","2021","Unknown","Policy","G6/G7","110","[c]","58830","57460"
"Leaver Dept.","2021","Unknown","Policy","SCS level","20","[c]","89330","79580"
"Leaver Dept.","2021","Unknown","Policy","SEO/HEO","155","[c]","38660","37640"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","EO","15","[c]","22810","20910"
"Leaver Dept.","2021","Unknown","Project Delivery","G6/G7","25","[c]","59680","57460"
"Leaver Dept.","2021","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","SEO/HEO","50","[c]","31050","31840"
"Leaver Dept.","2021","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","G6/G7","15","[c]","52250","50000"
"Leaver Dept.","2021","Unknown","Science and Engineering","SEO/HEO","30","[c]","33530","33110"
"Leaver Dept.","2021","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","1095","[c]","21230","21010"
"Leaver Dept.","2021","Unknown","Unknown","EO","1155","[c]","27850","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","505","[c]","57560","55650"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","80","[c]","85800","78970"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","1070","[c]","36050","35230"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
