"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Unknown","145","[c]","28080","27570"
"Leaver CS","2021","30-39","Analysis","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","London","Heterosexual / straight","35","[c]","49190","51970"
"Leaver CS","2021","30-39","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","London","Heterosexual / straight","35","[c]","51250","51190"
"Leaver CS","2021","30-39","Legal","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","London","Heterosexual / straight","235","[c]","42820","40340"
"Leaver CS","2021","30-39","No function","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","London","Undeclared","40","[c]","40340","39190"
"Leaver CS","2021","30-39","No function","London","Unknown","140","[c]","41850","39420"
"Leaver CS","2021","30-39","No function","Outside London","Heterosexual / straight","685","[c]","27640","22570"
"Leaver CS","2021","30-39","No function","Outside London","LGBO","50","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","Outside London","Undeclared","90","[c]","28480","26340"
"Leaver CS","2021","30-39","No function","Outside London","Unknown","395","[c]","27030","24250"
"Leaver CS","2021","30-39","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Outside London","Heterosexual / straight","65","[c]","34850","33740"
"Leaver CS","2021","30-39","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","Heterosexual / straight","160","[c]","38670","33960"
"Leaver CS","2021","30-39","Unknown","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","Unknown","150","[c]","36450","31060"
"Leaver CS","2021","30-39","Unknown","Outside London","Heterosexual / straight","465","[c]","27320","24630"
"Leaver CS","2021","30-39","Unknown","Outside London","LGBO","45","[c]","28980","27230"
"Leaver CS","2021","30-39","Unknown","Outside London","Undeclared","40","[c]","30860","27570"
"Leaver CS","2021","30-39","Unknown","Outside London","Unknown","680","[c]","28210","27570"
"Leaver CS","2021","30-39","Unknown","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Unknown","95","[c]","27230","27840"
"Leaver CS","2021","40-49","Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Outside London","Unknown","20","[c]","[c]","[c]"
