"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","No function","Unknown","Outside London","210","200","23510","20140"
"In post","2021","Asian","No function","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Commercial","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Digital, Data and Technology","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Economics","London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Operational Delivery","London","35","30","37000","34510"
"In post","2021","Asian","Project Delivery","Operational Delivery","Outside London","30","30","28720","26000"
"In post","2021","Asian","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Other","London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Other","Outside London","45","40","32760","30410"
"In post","2021","Asian","Project Delivery","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Policy","London","125","120","49520","48730"
"In post","2021","Asian","Project Delivery","Policy","Outside London","30","30","40610","38630"
"In post","2021","Asian","Project Delivery","Policy","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Project Delivery","London","290","285","42780","38600"
"In post","2021","Asian","Project Delivery","Project Delivery","Outside London","300","295","38380","36690"
"In post","2021","Asian","Project Delivery","Project Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Property","London","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Property","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Science and Engineering","Outside London","110","110","35470","33230"
"In post","2021","Asian","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Tax","London","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Tax","Outside London","10","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","London","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Operational Delivery","London","35","30","32490","26410"
"In post","2021","Asian","Property","Operational Delivery","Outside London","35","30","24800","21100"
"In post","2021","Asian","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Property","London","115","110","36490","33750"
"In post","2021","Asian","Property","Property","Outside London","90","90","34170","29860"
"In post","2021","Asian","Property","Property","Overseas","5","5","[c]","[c]"
"In post","2021","Asian","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","London","10","10","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2021","Asian","Security","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Security","London","75","75","35490","30630"
"In post","2021","Asian","Security","Security","Outside London","105","100","27270","21440"
"In post","2021","Asian","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","London","15","15","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Commercial","London","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Communications","London","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Counter Fraud","London","10","5","[c]","[c]"
"In post","2021","Asian","Unknown","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Digital, Data and Technology","London","155","155","49800","45600"
"In post","2021","Asian","Unknown","Digital, Data and Technology","Outside London","30","30","37700","37410"
"In post","2021","Asian","Unknown","Economics","London","15","15","[c]","[c]"
"In post","2021","Asian","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Finance","London","60","55","42350","36910"
"In post","2021","Asian","Unknown","Finance","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Human Resources","London","70","65","38710","35070"
"In post","2021","Asian","Unknown","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Intelligence Analysis","London","110","100","31880","29080"
"In post","2021","Asian","Unknown","Intelligence Analysis","Outside London","35","35","26510","25510"
"In post","2021","Asian","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Asian","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Legal","London","[c]","[c]","[c]","[c]"
