"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","National Crime Agency","Human Resources","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Public Health England","Human Resources","20","20","[c]","[c]"
"In post","2021","Black","Human Resources","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Government Internal Audit Agency","Internal Audit","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","HM Prison and Probation Service","Internal Audit","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Competition and Markets Authority","Legal","5","5","[c]","[c]"
"In post","2021","Black","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Crown Prosecution Service","Legal","160","155","55430","56560"
"In post","2021","Black","Legal","Crown Prosecution Service","Operational Delivery","190","180","27710","26970"
"In post","2021","Black","Legal","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Government Legal Department","Legal","65","65","58480","52230"
"In post","2021","Black","Legal","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Government Legal Department","Other","65","65","28380","27350"
"In post","2021","Black","Legal","Government Legal Department","Policy","5","5","[c]","[c]"
"In post","2021","Black","Legal","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","HM Courts and Tribunals Service","Legal","65","60","40330","40650"
"In post","2021","Black","Legal","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","HM Revenue and Customs (excl. agencies)","Legal","15","15","[c]","[c]"
"In post","2021","Black","Legal","HM Revenue and Customs (excl. agencies)","Operational Delivery","20","15","[c]","[c]"
"In post","2021","Black","Legal","HM Revenue and Customs (excl. agencies)","Tax","10","10","[c]","[c]"
"In post","2021","Black","Legal","HM Revenue and Customs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Legal","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Legal Aid Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Met Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Office of Gas and Electricity Markets","Legal","5","5","[c]","[c]"
"In post","2021","Black","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
