"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Institute for Apprenticeships and Technical Education","5","5","[c]","[c]"
"In post","2021","Mixed","Legal Aid Agency","25","25","[c]","[c]"
"In post","2021","Mixed","Maritime and Coastguard Agency","15","15","[c]","[c]"
"In post","2021","Mixed","Medicines and Healthcare Products Regulatory Agency","110","110","39890","40450"
"In post","2021","Mixed","Met Office","35","35","38610","37030"
"In post","2021","Mixed","Ministry of Defence (excl. agencies)","385","375","34610","33000"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","75","75","42520","39600"
"In post","2021","Mixed","Ministry of Justice (excl. agencies)","160","155","40730","36800"
"In post","2021","Mixed","National Crime Agency","100","100","39450","37850"
"In post","2021","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","National Savings and Investments","10","10","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","35","35","41320","38170"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","10","10","[c]","[c]"
"In post","2021","Mixed","Office of the Public Guardian","35","35","24210","20440"
"In post","2021","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Planning Inspectorate","15","10","[c]","[c]"
"In post","2021","Mixed","Public Health England","155","140","40070","36680"
"In post","2021","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Registers of Scotland","5","5","[c]","[c]"
"In post","2021","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Rural Payments Agency","15","15","[c]","[c]"
"In post","2021","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government (excl. agencies)","75","70","44640","39660"
"In post","2021","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Prison Service","5","5","[c]","[c]"
"In post","2021","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Serious Fraud Office","10","10","[c]","[c]"
"In post","2021","Mixed","Social Security Scotland","10","10","[c]","[c]"
"In post","2021","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Submarine Delivery Agency","15","15","[c]","[c]"
"In post","2021","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","20","20","[c]","[c]"
"In post","2021","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","15","15","[c]","[c]"
"In post","2021","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Intellectual Property Office","15","10","[c]","[c]"
"In post","2021","Mixed","UK Space Agency","10","10","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","85","80","31420","29540"
"In post","2021","Mixed","Valuation Office Agency","35","30","32300","29450"
"In post","2021","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government (excl. agencies)","60","60","39540","37410"
"In post","2021","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Animal and Plant Health Agency","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office (excl. agencies)","70","70","46530","38700"
"In post","2021","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Companies House","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Crown Office and Procurator Fiscal Service","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Crown Prosecution Service","50","45","44250","44040"
"In post","2021","Other ethnicity","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Defence Equipment and Support","45","45","34710","32700"
"In post","2021","Other ethnicity","Defence Science and Technology Laboratory","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","55","55","49250","53380"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education (excl. agencies)","50","45","46170","40400"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Department for International Trade","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Department for Work and Pensions (excl. agencies)","460","425","29040","27570"
"In post","2021","Other ethnicity","Department of Health and Social Care (excl. agencies)","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Licensing Agency","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Education and Skills Funding Agency","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","FCDO Services","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","85","85","45010","38600"
"In post","2021","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Government Legal Department","80","75","55530","54110"
"In post","2021","Other ethnicity","Government Property Agency","35","35","41050","36580"
"In post","2021","Other ethnicity","Health and Safety Executive","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Courts and Tribunals Service","95","85","25850","22680"
"In post","2021","Other ethnicity","HM Land Registry","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","250","235","32230","31650"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","210","195","34460","31810"
"In post","2021","Other ethnicity","HM Treasury (excl. agencies)","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","210","195","32080","28670"
"In post","2021","Other ethnicity","Insolvency Service","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","45","40","55260","53740"
"In post","2021","Other ethnicity","Met Office","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","155","150","33860","29000"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","42860","39600"
"In post","2021","Other ethnicity","Ministry of Justice (excl. agencies)","45","40","37190","35760"
"In post","2021","Other ethnicity","National Crime Agency","35","35","39900","37890"
"In post","2021","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Office of the Public Guardian","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Public Health England","65","65","49650","41990"
"In post","2021","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Government (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","The National Archives","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","UK Export Finance","10","10","[c]","[c]"
"In post","2021","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","UK Intellectual Property Office","5","5","[c]","[c]"
"In post","2021","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Valuation Office Agency","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
