"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Heterosexual / straight","90","85","27560","27130"
"In post","2021","Declared disabled","Legal","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","G6/G7","Heterosexual / straight","355","325","59300","57420"
"In post","2021","Declared disabled","Legal","G6/G7","LGBO","35","35","60620","58440"
"In post","2021","Declared disabled","Legal","G6/G7","Undeclared","40","40","61650","62900"
"In post","2021","Declared disabled","Legal","G6/G7","Unknown","50","45","58730","56560"
"In post","2021","Declared disabled","Legal","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","Heterosexual / straight","215","200","38970","38000"
"In post","2021","Declared disabled","Legal","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","Undeclared","35","35","40640","40430"
"In post","2021","Declared disabled","Legal","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SEO/HEO","Heterosexual / straight","35","30","39030","37890"
"In post","2021","Declared disabled","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","Heterosexual / straight","5755","5075","22360","21430"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","LGBO","580","555","23130","21440"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","Undeclared","880","745","22050","21440"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","Unknown","685","580","22600","21440"
"In post","2021","Declared disabled","Operational Delivery","EO","Heterosexual / straight","2895","2660","27400","26780"
"In post","2021","Declared disabled","Operational Delivery","EO","LGBO","275","260","27120","26410"
"In post","2021","Declared disabled","Operational Delivery","EO","Undeclared","495","440","27890","27130"
"In post","2021","Declared disabled","Operational Delivery","EO","Unknown","355","315","29500","28420"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","Heterosexual / straight","350","335","58390","56270"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","LGBO","40","40","60640","60230"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","Undeclared","35","35","58640","54540"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SCS level","Heterosexual / straight","35","35","95650","89660"
"In post","2021","Declared disabled","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","Heterosexual / straight","2060","1940","36820","35200"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","LGBO","220","220","36230","35000"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","Undeclared","260","245","37150","35830"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","Unknown","155","140","37060","36480"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","1845","1710","30490","30210"
"In post","2021","Declared disabled","Operational Delivery","Unknown","LGBO","180","170","29060","28200"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Undeclared","200","185","31860","32090"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","Heterosexual / straight","40","40","52900","49530"
"In post","2021","Declared disabled","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","Heterosexual / straight","55","55","36130","37320"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","AA/AO","Heterosexual / straight","645","605","21170","20920"
"In post","2021","Declared disabled","Other","AA/AO","LGBO","30","30","20850","20920"
"In post","2021","Declared disabled","Other","AA/AO","Undeclared","100","95","21100","21130"
"In post","2021","Declared disabled","Other","AA/AO","Unknown","40","35","22590","21580"
"In post","2021","Declared disabled","Other","EO","Heterosexual / straight","385","365","26080","26670"
"In post","2021","Declared disabled","Other","EO","LGBO","35","30","25770","26510"
"In post","2021","Declared disabled","Other","EO","Undeclared","60","55","26470","26670"
"In post","2021","Declared disabled","Other","EO","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Other","G6/G7","Heterosexual / straight","70","65","60800","59780"
"In post","2021","Declared disabled","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","SEO/HEO","Heterosexual / straight","360","350","35260","35000"
"In post","2021","Declared disabled","Other","SEO/HEO","LGBO","30","30","34580","34770"
"In post","2021","Declared disabled","Other","SEO/HEO","Undeclared","45","45","34880","34810"
"In post","2021","Declared disabled","Other","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","G6/G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","AA/AO","Heterosexual / straight","80","75","23830","23830"
"In post","2021","Declared disabled","Policy","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Policy","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
