"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","115","115","40200","34050"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Economics","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Finance","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Human Resources","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","International Trade","90","90","44900","38540"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Other","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Policy","15","15","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Project Delivery","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Department for International Trade","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Commercial","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Economics","15","15","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Finance","35","35","51980","54760"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Human Resources","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","International Trade","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Other","35","35","40080","30720"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Policy","70","70","44650","42470"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","35","35","41220","37660"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Security","20","20","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Statistics","5","5","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Department for Transport","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","7345","6620","27750","27570"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","20","20","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","5","5","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","85","80","41180","33790"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Disclosure Scotland","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
