"Status","Year","Disability","Ethnicity","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Delivery","Female","245","220","28690","26690"
"In post","2021","Declared disabled","Mixed","Operational Delivery","Male","145","135","29230","27350"
"In post","2021","Declared disabled","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","Male","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Policy","Female","65","65","40680","38600"
"In post","2021","Declared disabled","Mixed","Policy","Male","35","35","38390","37660"
"In post","2021","Declared disabled","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Tax","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Tax","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Female","260","235","28640","27570"
"In post","2021","Declared disabled","Mixed","Unknown","Male","145","140","31360","27570"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Operational Delivery","Female","65","60","31100","28670"
"In post","2021","Declared disabled","Other ethnicity","Operational Delivery","Male","55","50","32960","31420"
"In post","2021","Declared disabled","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Other","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Policy","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Policy","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Female","65","60","30510","28430"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Male","55","55","30170","28400"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Veterinarian","Female","[c]","[c]","[c]","[c]"
