"Status","Year","Disability","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Delivery","Heterosexual / straight","285","265","28770","26810"
"In post","2021","Declared disabled","Mixed","Operational Delivery","LGBO","50","45","27010","25530"
"In post","2021","Declared disabled","Mixed","Operational Delivery","Undeclared","40","35","30440","28270"
"In post","2021","Declared disabled","Mixed","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
