"Status","Year","Disability","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Legal","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Tax","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Operational Delivery","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Digital, Data and Technology","25","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Finance","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Human Resources","30","30","38890","35050"
"In post","2021","Declared disabled","Black","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Legal","35","30","51970","53210"
"In post","2021","Declared disabled","Black","Legal","Operational Delivery","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Other","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","International Trade","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Operational Delivery","465","440","29660","27130"
"In post","2021","Declared disabled","Black","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Other","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Policy","110","110","36840","33860"
"In post","2021","Declared disabled","Black","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Tax","35","30","35010","36160"
"In post","2021","Declared disabled","Black","No function","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Other","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Policy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Project Delivery","35","35","38080","34020"
"In post","2021","Declared disabled","Black","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
