"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Darlington","SEO/HEO","SEO","235","220","38060","37100"
"In post","2021","Darlington","Unknown","Unknown","50","50","26950","23840"
"In post","2021","Derby","AA/AO","AA","20","20","17380","16840"
"In post","2021","Derby","AA/AO","AO","470","405","21650","21010"
"In post","2021","Derby","EO","EO","305","275","27480","27570"
"In post","2021","Derby","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Derby","G6/G7","G7","15","15","68140","74490"
"In post","2021","Derby","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SEO/HEO","HEO","35","30","32610","31990"
"In post","2021","Derby","SEO/HEO","SEO","20","20","39400","39480"
"In post","2021","Derby","Unknown","Unknown","140","125","30130","29930"
"In post","2021","Derry City and Strabane","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Derry City and Strabane","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Derry City and Strabane","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","AA/AO","AA","305","280","19530","19560"
"In post","2021","Devon CC","AA/AO","AO","1640","1440","22700","21050"
"In post","2021","Devon CC","EO","EO","1330","1210","26930","27570"
"In post","2021","Devon CC","G6/G7","G6","185","170","62750","60640"
"In post","2021","Devon CC","G6/G7","G7","495","470","50280","48420"
"In post","2021","Devon CC","SCS level","SCS level","25","25","95400","93570"
"In post","2021","Devon CC","SEO/HEO","HEO","750","710","33280","32790"
"In post","2021","Devon CC","SEO/HEO","SEO","770","725","40880","39750"
"In post","2021","Devon CC","Unknown","Unknown","85","75","32470","31420"
"In post","2021","Dorset CC","AA/AO","AA","220","205","20240","20600"
"In post","2021","Dorset CC","AA/AO","AO","775","735","24880","23240"
"In post","2021","Dorset CC","EO","EO","560","520","28090","27130"
"In post","2021","Dorset CC","G6/G7","G6","20","20","68190","67620"
"In post","2021","Dorset CC","G6/G7","G7","45","40","59490","54540"
"In post","2021","Dorset CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","SEO/HEO","HEO","325","305","34130","33840"
"In post","2021","Dorset CC","SEO/HEO","SEO","140","130","44020","41660"
"In post","2021","Dorset CC","Unknown","Unknown","60","55","28640","30210"
"In post","2021","Dudley","AA/AO","AA","20","15","19310","20230"
"In post","2021","Dudley","AA/AO","AO","505","425","20810","21010"
"In post","2021","Dudley","EO","EO","480","425","27300","27570"
"In post","2021","Dudley","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Dudley","SEO/HEO","HEO","60","55","32980","32670"
"In post","2021","Dudley","SEO/HEO","SEO","20","20","38570","38010"
"In post","2021","Dudley","Unknown","Unknown","50","45","29550","28200"
"In post","2021","Dumfries and Galloway","AA/AO","AA","45","40","20650","20810"
"In post","2021","Dumfries and Galloway","AA/AO","AO","205","190","24460","24910"
"In post","2021","Dumfries and Galloway","EO","EO","225","200","30370","29190"
"In post","2021","Dumfries and Galloway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Dumfries and Galloway","SEO/HEO","HEO","60","55","35670","35680"
"In post","2021","Dumfries and Galloway","SEO/HEO","SEO","25","25","45770","45210"
"In post","2021","Durham CC","AA/AO","AA","405","355","20060","20600"
"In post","2021","Durham CC","AA/AO","AO","2930","2590","23650","21430"
"In post","2021","Durham CC","EO","EO","1255","1135","27690","27130"
"In post","2021","Durham CC","G6/G7","G6","20","20","72500","66610"
"In post","2021","Durham CC","G6/G7","G7","85","80","56830","54990"
"In post","2021","Durham CC","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Durham CC","SEO/HEO","HEO","470","440","33350","33840"
"In post","2021","Durham CC","SEO/HEO","SEO","285","265","43380","40860"
"In post","2021","Durham CC","Unknown","Unknown","140","130","30430","30880"
"In post","2021","Ealing","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","AA/AO","AO","70","60","24970","25110"
"In post","2021","Ealing","EO","EO","355","330","31200","31060"
"In post","2021","Ealing","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Ealing","SEO/HEO","HEO","35","35","37330","36650"
"In post","2021","Ealing","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Ealing","Unknown","Unknown","45","45","32390","31150"
"In post","2021","East Ayrshire and North Ayrshire mainland","AA/AO","AA","55","50","21070","21690"
"In post","2021","East Ayrshire and North Ayrshire mainland","AA/AO","AO","240","205","22050","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","EO","EO","475","435","25690","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","G6/G7","G7","15","15","54510","51910"
"In post","2021","East Ayrshire and North Ayrshire mainland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","SEO/HEO","HEO","120","120","31330","31990"
"In post","2021","East Ayrshire and North Ayrshire mainland","SEO/HEO","SEO","50","50","41780","40970"
"In post","2021","East Cumbria","AA/AO","AA","35","35","19180","19560"
"In post","2021","East Cumbria","AA/AO","AO","305","270","21730","21050"
"In post","2021","East Cumbria","EO","EO","305","275","25240","25740"
"In post","2021","East Cumbria","G6/G7","G6","10","10","61680","60360"
"In post","2021","East Cumbria","G6/G7","G7","45","45","51220","50270"
"In post","2021","East Cumbria","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Cumbria","SEO/HEO","HEO","105","95","30660","30400"
"In post","2021","East Cumbria","SEO/HEO","SEO","75","70","39570","37320"
"In post","2021","East Cumbria","Unknown","Unknown","55","50","29900","28200"
"In post","2021","East Derbyshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","East Derbyshire","AA/AO","AO","100","80","20530","21010"
"In post","2021","East Derbyshire","EO","EO","205","175","27320","27570"
"In post","2021","East Derbyshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","East Derbyshire","SEO/HEO","HEO","25","25","33100","32280"
"In post","2021","East Derbyshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","Unknown","45","45","29220","28200"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AA","355","335","19940","19560"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","AO","1010","960","28810","25680"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","EO","615","590","30790","28210"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","G7","35","35","62110","60510"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","HEO","220","215","38210","35270"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","SEO","95","95","45610","42390"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","Unknown","70","70","39680","41960"
"In post","2021","East Kent","AA/AO","AA","75","70","18230","17990"
"In post","2021","East Kent","AA/AO","AO","930","865","22980","22520"
"In post","2021","East Kent","EO","EO","2375","2155","27420","27370"
"In post","2021","East Kent","G6/G7","G6","10","10","66750","64080"
"In post","2021","East Kent","G6/G7","G7","90","90","55630","52280"
"In post","2021","East Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Kent","SEO/HEO","HEO","470","450","32940","31890"
"In post","2021","East Kent","SEO/HEO","SEO","165","155","39910","38630"
"In post","2021","East Kent","Unknown","Unknown","105","100","28990","25620"
"In post","2021","East Lancashire","AA/AO","AA","10","10","17420","16840"
"In post","2021","East Lancashire","AA/AO","AO","145","125","20540","21010"
"In post","2021","East Lancashire","EO","EO","215","195","27280","27570"
"In post","2021","East Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","SEO/HEO","HEO","20","20","32170","31990"
"In post","2021","East Lancashire","SEO/HEO","SEO","15","15","37570","36930"
"In post","2021","East Lancashire","Unknown","Unknown","75","70","28160","27090"
"In post","2021","East Lothian and Midlothian","AA/AO","AO","15","15","21200","21010"
"In post","2021","East Lothian and Midlothian","EO","EO","80","75","27370","27570"
"In post","2021","East Lothian and Midlothian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","SEO/HEO","HEO","10","10","32600","32140"
"In post","2021","East Lothian and Midlothian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","East Merseyside","AA/AO","AO","275","230","20740","20490"
"In post","2021","East Merseyside","EO","EO","515","465","27490","27570"
"In post","2021","East Merseyside","G6/G7","G6","10","10","63880","62040"
"In post","2021","East Merseyside","G6/G7","G7","15","15","57920","61500"
"In post","2021","East Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","SEO/HEO","HEO","85","75","32960","33170"
"In post","2021","East Merseyside","SEO/HEO","SEO","30","30","41500","41930"
"In post","2021","East Merseyside","Unknown","Unknown","100","95","29510","28200"
"In post","2021","East Riding of Yorkshire","AA/AO","AA","205","190","20850","20600"
"In post","2021","East Riding of Yorkshire","AA/AO","AO","790","740","26420","25790"
"In post","2021","East Riding of Yorkshire","EO","EO","605","580","28510","27160"
"In post","2021","East Riding of Yorkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","East Riding of Yorkshire","G6/G7","G7","15","15","68350","69130"
"In post","2021","East Riding of Yorkshire","SEO/HEO","HEO","155","145","34780","34290"
"In post","2021","East Riding of Yorkshire","SEO/HEO","SEO","70","70","49300","49680"
"In post","2021","East Riding of Yorkshire","Unknown","Unknown","45","40","31860","32690"
"In post","2021","East Surrey","AA/AO","AA","105","95","24200","24660"
"In post","2021","East Surrey","AA/AO","AO","445","425","31830","33590"
"In post","2021","East Surrey","EO","EO","225","215","31570","29290"
"In post","2021","East Surrey","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","East Surrey","G6/G7","G7","15","15","62310","61320"
"In post","2021","East Surrey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","SEO/HEO","HEO","90","85","37760","38800"
"In post","2021","East Surrey","SEO/HEO","SEO","60","60","49160","46900"
"In post","2021","East Surrey","Unknown","Unknown","40","35","32140","34770"
"In post","2021","East Sussex CC","AA/AO","AA","85","75","20650","20600"
"In post","2021","East Sussex CC","AA/AO","AO","840","740","22670","21010"
"In post","2021","East Sussex CC","EO","EO","740","670","27360","27570"
"In post","2021","East Sussex CC","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","East Sussex CC","G6/G7","G7","35","30","53740","52300"
"In post","2021","East Sussex CC","SEO/HEO","HEO","145","135","32890","32100"
"In post","2021","East Sussex CC","SEO/HEO","SEO","80","75","42340","40480"
"In post","2021","East Sussex CC","Unknown","Unknown","65","55","29820","30210"
"In post","2021","Enfield","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Enfield","AA/AO","AO","60","55","23560","23210"
"In post","2021","Enfield","EO","EO","245","230","30950","31060"
"In post","2021","Enfield","SEO/HEO","HEO","15","15","36810","36650"
"In post","2021","Enfield","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Unknown","Unknown","30","30","34590","35310"
"In post","2021","Essex Haven Gateway","AA/AO","AA","35","35","19580","19560"
"In post","2021","Essex Haven Gateway","AA/AO","AO","285","265","26290","22130"
"In post","2021","Essex Haven Gateway","EO","EO","515","480","29800","29290"
"In post","2021","Essex Haven Gateway","G6/G7","G6","10","10","83870","80150"
"In post","2021","Essex Haven Gateway","G6/G7","G7","25","25","64320","58130"
"In post","2021","Essex Haven Gateway","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","SEO/HEO","HEO","160","155","38050","33830"
"In post","2021","Essex Haven Gateway","SEO/HEO","SEO","65","65","48120","42500"
"In post","2021","Essex Haven Gateway","Unknown","Unknown","30","30","28280","26500"
"In post","2021","Essex Thames Gateway","AA/AO","AA","10","10","16860","16840"
"In post","2021","Essex Thames Gateway","AA/AO","AO","325","285","23690","24180"
"In post","2021","Essex Thames Gateway","EO","EO","410","370","29510","29290"
"In post","2021","Essex Thames Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Essex Thames Gateway","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Essex Thames Gateway","SEO/HEO","HEO","55","50","35130","35510"
"In post","2021","Essex Thames Gateway","SEO/HEO","SEO","15","15","38630","39300"
"In post","2021","Essex Thames Gateway","Unknown","Unknown","115","100","26780","22920"
"In post","2021","Falkirk","AA/AO","AA","45","40","20280","20810"
"In post","2021","Falkirk","AA/AO","AO","820","700","21620","21010"
"In post","2021","Falkirk","EO","EO","690","625","29420","27570"
"In post","2021","Falkirk","G6/G7","G6","25","25","69930","69160"
"In post","2021","Falkirk","G6/G7","G7","25","20","55580","52790"
"In post","2021","Falkirk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","SEO/HEO","HEO","145","130","35790","35810"
"In post","2021","Falkirk","SEO/HEO","SEO","65","60","42570","42780"
"In post","2021","Fermanagh and Omagh","AA/AO","AA","15","15","20130","20310"
"In post","2021","Fermanagh and Omagh","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","AA/AO","AA","145","145","19620","20600"
"In post","2021","Flintshire and Wrexham","AA/AO","AO","870","815","22750","21710"
"In post","2021","Flintshire and Wrexham","EO","EO","660","615","27990","27570"
"In post","2021","Flintshire and Wrexham","G6/G7","G6","15","15","67460","68830"
"In post","2021","Flintshire and Wrexham","G6/G7","G7","60","55","54480","55440"
"In post","2021","Flintshire and Wrexham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","SEO/HEO","HEO","185","180","33910","32850"
"In post","2021","Flintshire and Wrexham","SEO/HEO","SEO","110","105","44690","44980"
"In post","2021","Flintshire and Wrexham","Unknown","Unknown","105","100","28660","28200"
"In post","2021","Glasgow City","AA/AO","AA","680","635","20500","20060"
"In post","2021","Glasgow City","AA/AO","AO","3135","2815","21200","21010"
"In post","2021","Glasgow City","EO","EO","3250","3005","27290","27570"
"In post","2021","Glasgow City","G6/G7","G6","410","400","70560","70290"
"In post","2021","Glasgow City","G6/G7","G7","865","840","55650","54410"
"In post","2021","Glasgow City","SCS level","SCS level","65","60","86330","83230"
