"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Security","Unknown","Female","60","[c]","25740","22380"
"New entrant CS","2021","Security","Unknown","Male","65","[c]","27450","20920"
"New entrant CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Female","50","[c]","46800","44970"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Male","135","[c]","50190","47620"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Male","40","[c]","32210","32390"
"New entrant CS","2021","Unknown","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","35","[c]","37750","35050"
"New entrant CS","2021","Unknown","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Male","50","[c]","28970","26670"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Female","220","[c]","41120","35000"
"New entrant CS","2021","Unknown","Medicine","Male","75","[c]","52500","38890"
"New entrant CS","2021","Unknown","Operational Delivery","Female","600","[c]","24980","24880"
"New entrant CS","2021","Unknown","Operational Delivery","Male","695","[c]","25380","24880"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Female","625","[c]","25990","20920"
"New entrant CS","2021","Unknown","Other","Male","525","[c]","27830","26350"
"New entrant CS","2021","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Female","175","[c]","37270","35050"
"New entrant CS","2021","Unknown","Policy","Male","135","[c]","41950","37000"
"New entrant CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Female","50","[c]","40830","35050"
"New entrant CS","2021","Unknown","Project Delivery","Male","45","[c]","38520","35050"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Male","95","[c]","27340","25000"
"New entrant CS","2021","Unknown","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","11275","[c]","27440","27570"
"New entrant CS","2021","Unknown","Unknown","Male","7935","[c]","27440","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
