"Status","Year","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","SEO/HEO","Heterosexual / straight","395","380","36550","37320"
"In post","2021","Operational Research","SEO/HEO","LGBO","50","50","36820","37320"
"In post","2021","Operational Research","SEO/HEO","Undeclared","50","50","37930","37320"
"In post","2021","Operational Research","SEO/HEO","Unknown","70","70","37070","36590"
"In post","2021","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA/AO","Heterosexual / straight","5965","5680","21060","20920"
"In post","2021","Other","AA/AO","LGBO","175","170","20950","20920"
"In post","2021","Other","AA/AO","Undeclared","825","790","21130","21130"
"In post","2021","Other","AA/AO","Unknown","870","815","22720","20920"
"In post","2021","Other","EO","Heterosexual / straight","3795","3610","26220","26670"
"In post","2021","Other","EO","LGBO","170","160","26070","26670"
"In post","2021","Other","EO","Undeclared","530","505","26870","26670"
"In post","2021","Other","EO","Unknown","655","630","27200","27580"
"In post","2021","Other","G6/G7","Heterosexual / straight","1285","1250","62150","59650"
"In post","2021","Other","G6/G7","LGBO","65","65","59290","57460"
"In post","2021","Other","G6/G7","Undeclared","200","190","63650","60830"
"In post","2021","Other","G6/G7","Unknown","400","385","59640","57430"
"In post","2021","Other","SCS level","Heterosexual / straight","180","170","93080","83510"
"In post","2021","Other","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Other","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Other","SCS level","Unknown","65","65","97640","89490"
"In post","2021","Other","SEO/HEO","Heterosexual / straight","3870","3740","35630","35070"
"In post","2021","Other","SEO/HEO","LGBO","175","170","34740","34740"
"In post","2021","Other","SEO/HEO","Undeclared","560","540","36320","35980"
"In post","2021","Other","SEO/HEO","Unknown","785","750","38630","38500"
"In post","2021","Other","Unknown","Heterosexual / straight","165","165","43620","40620"
"In post","2021","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Undeclared","30","30","46180","43500"
"In post","2021","Other","Unknown","Unknown","1865","1860","37660","34460"
"In post","2021","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Heterosexual / straight","55","50","58470","57110"
"In post","2021","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Heterosexual / straight","80","75","39110","39600"
"In post","2021","Planning","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Planning","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Heterosexual / straight","260","235","57660","58810"
"In post","2021","Planning Inspectors","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Planning Inspectors","G6/G7","Undeclared","35","25","57910","58810"
"In post","2021","Planning Inspectors","G6/G7","Unknown","40","30","58650","58810"
"In post","2021","Planning Inspectors","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA/AO","Heterosexual / straight","570","545","23450","23510"
"In post","2021","Policy","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2021","Policy","AA/AO","Undeclared","55","55","23690","23830"
"In post","2021","Policy","AA/AO","Unknown","145","135","23200","23090"
"In post","2021","Policy","EO","Heterosexual / straight","1830","1765","28400","28670"
"In post","2021","Policy","EO","LGBO","150","150","27860","27850"
"In post","2021","Policy","EO","Undeclared","220","215","28580","28670"
"In post","2021","Policy","EO","Unknown","490","480","27940","27690"
"In post","2021","Policy","G6/G7","Heterosexual / straight","7660","7430","58610","57460"
"In post","2021","Policy","G6/G7","LGBO","775","765","57600","55430"
"In post","2021","Policy","G6/G7","Undeclared","1040","1015","58920","57460"
"In post","2021","Policy","G6/G7","Unknown","1900","1850","58080","55620"
"In post","2021","Policy","SCS level","Heterosexual / straight","1345","1300","85060","77580"
"In post","2021","Policy","SCS level","LGBO","110","105","86090","76290"
"In post","2021","Policy","SCS level","Undeclared","135","135","82000","77050"
"In post","2021","Policy","SCS level","Unknown","245","235","90540","80000"
"In post","2021","Policy","SEO/HEO","Heterosexual / straight","8275","8070","37310","36800"
"In post","2021","Policy","SEO/HEO","LGBO","840","830","36520","35480"
"In post","2021","Policy","SEO/HEO","Undeclared","1175","1145","37510","36960"
"In post","2021","Policy","SEO/HEO","Unknown","2070","2020","36830","36320"
"In post","2021","Policy","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Heterosexual / straight","235","220","21790","21430"
"In post","2021","Project Delivery","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","AA/AO","Unknown","45","45","21740","21430"
"In post","2021","Project Delivery","EO","Heterosexual / straight","1445","1385","26530","26670"
"In post","2021","Project Delivery","EO","LGBO","75","75","25710","26350"
"In post","2021","Project Delivery","EO","Undeclared","150","145","27080","26670"
"In post","2021","Project Delivery","EO","Unknown","235","225","26530","26350"
"In post","2021","Project Delivery","G6/G7","Heterosexual / straight","3170","3100","56950","54940"
"In post","2021","Project Delivery","G6/G7","LGBO","160","160","56850","54650"
"In post","2021","Project Delivery","G6/G7","Undeclared","405","395","58310","56500"
"In post","2021","Project Delivery","G6/G7","Unknown","600","585","55600","53700"
"In post","2021","Project Delivery","SCS level","Heterosexual / straight","330","320","92450","86450"
"In post","2021","Project Delivery","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","SCS level","Undeclared","40","40","89810","85610"
"In post","2021","Project Delivery","SCS level","Unknown","45","45","91280","83630"
"In post","2021","Project Delivery","SEO/HEO","Heterosexual / straight","6255","6060","36830","37230"
"In post","2021","Project Delivery","SEO/HEO","LGBO","285","285","36070","35630"
"In post","2021","Project Delivery","SEO/HEO","Undeclared","810","775","37700","38090"
"In post","2021","Project Delivery","SEO/HEO","Unknown","1130","1095","36730","37580"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","435","430","42780","40080"
"In post","2021","Project Delivery","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","60","60","48440","47070"
"In post","2021","Project Delivery","Unknown","Unknown","35","30","41730","40500"
"In post","2021","Property","AA/AO","Heterosexual / straight","675","640","19610","18800"
"In post","2021","Property","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Property","AA/AO","Undeclared","100","95","20130","20340"
"In post","2021","Property","AA/AO","Unknown","225","205","19550","18760"
"In post","2021","Property","EO","Heterosexual / straight","990","930","27050","26670"
"In post","2021","Property","EO","LGBO","50","45","26520","26350"
"In post","2021","Property","EO","Undeclared","150","140","27370","26670"
"In post","2021","Property","EO","Unknown","320","295","26870","26000"
"In post","2021","Property","G6/G7","Heterosexual / straight","850","830","58040","55930"
"In post","2021","Property","G6/G7","LGBO","30","30","57830","56250"
"In post","2021","Property","G6/G7","Undeclared","125","120","59000","57130"
"In post","2021","Property","G6/G7","Unknown","150","150","57860","55930"
"In post","2021","Property","SCS level","Heterosexual / straight","55","55","87320","80000"
"In post","2021","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Property","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Property","SEO/HEO","Heterosexual / straight","2265","2180","37050","35910"
"In post","2021","Property","SEO/HEO","LGBO","75","70","36560","36150"
"In post","2021","Property","SEO/HEO","Undeclared","370","355","37740","36460"
"In post","2021","Property","SEO/HEO","Unknown","460","445","37500","36780"
"In post","2021","Property","Unknown","Heterosexual / straight","35","35","26780","21600"
"In post","2021","Property","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Heterosexual / straight","45","40","21300","21500"
"In post","2021","Psychology","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Psychology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Psychology","EO","Heterosexual / straight","310","300","26590","26330"
"In post","2021","Psychology","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Psychology","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Psychology","EO","Unknown","70","65","28410","27380"
"In post","2021","Psychology","G6/G7","Heterosexual / straight","90","85","64810","65520"
"In post","2021","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Psychology","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Psychology","SEO/HEO","Heterosexual / straight","605","580","37180","31760"
"In post","2021","Psychology","SEO/HEO","LGBO","35","35","33850","30450"
"In post","2021","Psychology","SEO/HEO","Undeclared","60","55","37000","31180"
"In post","2021","Psychology","SEO/HEO","Unknown","105","95","39610","40060"
"In post","2021","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","AA/AO","Heterosexual / straight","935","900","21590","21580"
"In post","2021","Science and Engineering","AA/AO","LGBO","55","50","21470","21720"
"In post","2021","Science and Engineering","AA/AO","Undeclared","125","120","21690","21610"
"In post","2021","Science and Engineering","AA/AO","Unknown","290","275","22220","21710"
"In post","2021","Science and Engineering","EO","Heterosexual / straight","1280","1250","25750","26370"
"In post","2021","Science and Engineering","EO","LGBO","85","85","26060","26370"
"In post","2021","Science and Engineering","EO","Undeclared","275","260","27340","27490"
"In post","2021","Science and Engineering","EO","Unknown","360","345","25150","25720"
"In post","2021","Science and Engineering","G6/G7","Heterosexual / straight","1820","1735","55760","54540"
"In post","2021","Science and Engineering","G6/G7","LGBO","75","70","57610","55930"
"In post","2021","Science and Engineering","G6/G7","Undeclared","345","325","56570","55240"
"In post","2021","Science and Engineering","G6/G7","Unknown","890","840","54910","53270"
"In post","2021","Science and Engineering","SCS level","Heterosexual / straight","95","80","95570","93820"
"In post","2021","Science and Engineering","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Science and Engineering","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Science and Engineering","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Science and Engineering","SEO/HEO","Heterosexual / straight","4145","3980","36950","37320"
"In post","2021","Science and Engineering","SEO/HEO","LGBO","185","180","34570","34490"
"In post","2021","Science and Engineering","SEO/HEO","Undeclared","720","680","37800","37700"
"In post","2021","Science and Engineering","SEO/HEO","Unknown","1560","1485","37270","37420"
"In post","2021","Science and Engineering","Unknown","Heterosexual / straight","605","595","39720","37730"
"In post","2021","Science and Engineering","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Undeclared","105","100","43350","42560"
"In post","2021","Science and Engineering","Unknown","Unknown","85","85","33770","31600"
"In post","2021","Security","AA/AO","Heterosexual / straight","3840","3755","26050","21370"
"In post","2021","Security","AA/AO","LGBO","145","145","27180","25540"
"In post","2021","Security","AA/AO","Undeclared","585","570","29580","25680"
"In post","2021","Security","AA/AO","Unknown","850","840","28490","26610"
"In post","2021","Security","EO","Heterosexual / straight","815","795","32550","28720"
"In post","2021","Security","EO","LGBO","40","40","33470","32090"
"In post","2021","Security","EO","Undeclared","115","115","37310","42660"
"In post","2021","Security","EO","Unknown","120","120","30170","26760"
"In post","2021","Security","G6/G7","Heterosexual / straight","230","225","59920","57460"
"In post","2021","Security","G6/G7","LGBO","15","15","[c]","[c]"
