"Status","Year","Ethnicity","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","London","Heterosexual / straight","200","200","38770","34640"
"In post","2021","Black","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","London","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Outside London","Heterosexual / straight","75","75","35370","31660"
"In post","2021","Black","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","London","Heterosexual / straight","380","370","41300","35010"
"In post","2021","Black","Legal","London","LGBO","15","15","[c]","[c]"
"In post","2021","Black","Legal","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Legal","London","Unknown","65","60","45100","40400"
"In post","2021","Black","Legal","Outside London","Heterosexual / straight","135","130","37580","31810"
"In post","2021","Black","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","Black","Legal","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Black","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","London","Heterosexual / straight","3045","2980","33740","32090"
"In post","2021","Black","No function","London","LGBO","80","75","37890","33260"
"In post","2021","Black","No function","London","Undeclared","205","195","33920","31320"
"In post","2021","Black","No function","London","Unknown","350","330","33490","32330"
"In post","2021","Black","No function","Outside London","Heterosexual / straight","1795","1700","29100","25560"
"In post","2021","Black","No function","Outside London","LGBO","50","50","25290","24620"
"In post","2021","Black","No function","Outside London","Undeclared","95","85","28620","26580"
"In post","2021","Black","No function","Outside London","Unknown","165","155","31170","26580"
"In post","2021","Black","No function","Overseas","Heterosexual / straight","30","30","40330","34290"
"In post","2021","Black","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","London","Heterosexual / straight","290","290","42830","39600"
"In post","2021","Black","Project Delivery","London","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","London","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Project Delivery","Outside London","Heterosexual / straight","290","285","34290","33300"
"In post","2021","Black","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","London","Heterosexual / straight","65","65","37390","33200"
"In post","2021","Black","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Property","London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Property","Outside London","Heterosexual / straight","50","45","35360","35410"
"In post","2021","Black","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","London","Heterosexual / straight","65","65","33760","32120"
"In post","2021","Black","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","London","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Security","Outside London","Heterosexual / straight","35","35","25370","20920"
"In post","2021","Black","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","London","Heterosexual / straight","3210","3075","32390","31060"
"In post","2021","Black","Unknown","London","LGBO","65","60","32110","31060"
"In post","2021","Black","Unknown","London","Undeclared","225","205","31770","31060"
"In post","2021","Black","Unknown","London","Unknown","440","400","30960","31060"
"In post","2021","Black","Unknown","Outside London","Heterosexual / straight","1780","1685","27530","27570"
"In post","2021","Black","Unknown","Outside London","LGBO","55","55","28330","27570"
"In post","2021","Black","Unknown","Outside London","Undeclared","110","100","26680","27570"
"In post","2021","Black","Unknown","Outside London","Unknown","210","185","25650","27570"
"In post","2021","Black","Unknown","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Heterosexual / straight","35","35","28780","27570"
"In post","2021","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","London","Heterosexual / straight","35","35","48670","45430"
"In post","2021","Chinese","Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Analysis","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
