"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Internal Audit","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","G6","Heterosexual / straight","55","55","66360","64910"
"In post","2021","Internal Audit","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","G7","Heterosexual / straight","105","105","54480","54130"
"In post","2021","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Internal Audit","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","135","130","34430","33930"
"In post","2021","Internal Audit","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","235","220","44140","43310"
"In post","2021","Internal Audit","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","SEO","Undeclared","35","35","44170","43200"
"In post","2021","Internal Audit","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","EO","Heterosexual / straight","60","60","26570","26250"
"In post","2021","International Trade","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","EO","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","International Trade","EO","EO","Unknown","30","30","27210","26510"
"In post","2021","International Trade","G6/G7","G6","Heterosexual / straight","105","105","63140","62170"
"In post","2021","International Trade","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2021","International Trade","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","International Trade","G6/G7","G6","Unknown","40","40","63550","62170"
"In post","2021","International Trade","G6/G7","G7","Heterosexual / straight","245","240","52690","51970"
"In post","2021","International Trade","G6/G7","G7","LGBO","25","25","[c]","[c]"
"In post","2021","International Trade","G6/G7","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","International Trade","G6/G7","G7","Unknown","135","135","52560","51970"
"In post","2021","International Trade","SCS level","SCS level","Heterosexual / straight","70","70","86960","75570"
"In post","2021","International Trade","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","International Trade","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","International Trade","SCS level","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","HEO","Heterosexual / straight","185","185","32430","32120"
"In post","2021","International Trade","SEO/HEO","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","HEO","Unknown","130","125","32600","32120"
"In post","2021","International Trade","SEO/HEO","SEO","Heterosexual / straight","165","165","38900","38540"
"In post","2021","International Trade","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","International Trade","SEO/HEO","SEO","Unknown","100","100","38920","38540"
"In post","2021","Knowledge and Information Management","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","AO","Heterosexual / straight","245","235","22140","21130"
"In post","2021","Knowledge and Information Management","AA/AO","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","AA/AO","AO","Undeclared","40","40","22570","21870"
"In post","2021","Knowledge and Information Management","AA/AO","AO","Unknown","30","30","21750","21130"
"In post","2021","Knowledge and Information Management","EO","EO","Heterosexual / straight","335","320","26860","26670"
"In post","2021","Knowledge and Information Management","EO","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Knowledge and Information Management","EO","EO","Undeclared","70","65","27210","26670"
"In post","2021","Knowledge and Information Management","EO","EO","Unknown","80","70","27030","26670"
"In post","2021","Knowledge and Information Management","G6/G7","G6","Heterosexual / straight","65","60","69500","67670"
"In post","2021","Knowledge and Information Management","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","G6","Unknown","15","15","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","G7","Heterosexual / straight","210","200","54140","53380"
"In post","2021","Knowledge and Information Management","G6/G7","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Knowledge and Information Management","G6/G7","G7","Undeclared","35","35","54240","53780"
"In post","2021","Knowledge and Information Management","G6/G7","G7","Unknown","55","50","53310","53290"
"In post","2021","Knowledge and Information Management","SCS level","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","HEO","Heterosexual / straight","400","385","33290","33300"
"In post","2021","Knowledge and Information Management","SEO/HEO","HEO","LGBO","25","20","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","HEO","Undeclared","85","85","34350","33630"
"In post","2021","Knowledge and Information Management","SEO/HEO","HEO","Unknown","70","65","32650","32580"
"In post","2021","Knowledge and Information Management","SEO/HEO","SEO","Heterosexual / straight","320","310","41250","40580"
"In post","2021","Knowledge and Information Management","SEO/HEO","SEO","LGBO","20","20","[c]","[c]"
"In post","2021","Knowledge and Information Management","SEO/HEO","SEO","Undeclared","65","60","40630","40560"
"In post","2021","Knowledge and Information Management","SEO/HEO","SEO","Unknown","75","70","40960","40720"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","40","40","42080","40330"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","AO","Heterosexual / straight","185","170","21540","21440"
"In post","2021","Legal","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Legal","AA/AO","AO","Undeclared","25","20","[c]","[c]"
"In post","2021","Legal","AA/AO","AO","Unknown","85","75","21450","21080"
"In post","2021","Legal","EO","EO","Heterosexual / straight","1140","1095","27400","25820"
"In post","2021","Legal","EO","EO","LGBO","75","75","28050","25560"
"In post","2021","Legal","EO","EO","Undeclared","150","145","27730","27230"
"In post","2021","Legal","EO","EO","Unknown","575","555","27230","25560"
"In post","2021","Legal","G6/G7","G6","Heterosexual / straight","775","725","69550","68110"
"In post","2021","Legal","G6/G7","G6","LGBO","65","65","70580","70170"
"In post","2021","Legal","G6/G7","G6","Undeclared","105","95","70330","69760"
"In post","2021","Legal","G6/G7","G6","Unknown","395","365","70290","67950"
"In post","2021","Legal","G6/G7","G7","Heterosexual / straight","3115","2890","55950","55000"
"In post","2021","Legal","G6/G7","G7","LGBO","160","155","55910","55090"
"In post","2021","Legal","G6/G7","G7","Undeclared","275","255","57480","56110"
"In post","2021","Legal","G6/G7","G7","Unknown","1040","935","57450","55610"
"In post","2021","Legal","SCS level","SCS level","Heterosexual / straight","245","235","89020","83230"
"In post","2021","Legal","SCS level","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Legal","SCS level","SCS level","Undeclared","30","30","87170","81850"
"In post","2021","Legal","SCS level","SCS level","Unknown","90","85","87480","82100"
"In post","2021","Legal","SEO/HEO","HEO","Heterosexual / straight","1150","1105","34580","34020"
"In post","2021","Legal","SEO/HEO","HEO","LGBO","65","65","34850","33840"
"In post","2021","Legal","SEO/HEO","HEO","Undeclared","170","160","33560","32100"
"In post","2021","Legal","SEO/HEO","HEO","Unknown","490","475","33670","33610"
"In post","2021","Legal","SEO/HEO","SEO","Heterosexual / straight","1120","1020","42770","41760"
"In post","2021","Legal","SEO/HEO","SEO","LGBO","45","45","43610","42880"
"In post","2021","Legal","SEO/HEO","SEO","Undeclared","270","240","43470","43460"
"In post","2021","Legal","SEO/HEO","SEO","Unknown","270","250","42710","41760"
"In post","2021","Legal","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","AA/AO","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Medicine","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","AA/AO","AA","Unknown","35","35","18760","18760"
"In post","2021","Medicine","AA/AO","AO","Heterosexual / straight","215","205","22640","22640"
"In post","2021","Medicine","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","AA/AO","AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Medicine","AA/AO","AO","Unknown","50","45","22700","22640"
"In post","2021","Medicine","EO","EO","Heterosexual / straight","250","225","30510","30620"
"In post","2021","Medicine","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Medicine","EO","EO","Undeclared","30","25","[c]","[c]"
"In post","2021","Medicine","EO","EO","Unknown","50","45","30640","30620"
"In post","2021","Medicine","G6/G7","G6","Heterosexual / straight","125","110","78240","74070"
"In post","2021","Medicine","G6/G7","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Medicine","G6/G7","G6","Undeclared","25","25","[c]","[c]"
"In post","2021","Medicine","G6/G7","G6","Unknown","35","30","81030","82710"
"In post","2021","Medicine","G6/G7","G7","Heterosexual / straight","335","295","72330","75290"
"In post","2021","Medicine","G6/G7","G7","LGBO","10","5","[c]","[c]"
"In post","2021","Medicine","G6/G7","G7","Undeclared","30","25","79900","86460"
"In post","2021","Medicine","G6/G7","G7","Unknown","100","85","70200","74110"
"In post","2021","Medicine","SCS level","SCS level","Heterosexual / straight","245","210","103980","98580"
"In post","2021","Medicine","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","Medicine","SCS level","SCS level","Undeclared","60","45","104200","104560"
"In post","2021","Medicine","SCS level","SCS level","Unknown","105","95","116000","112850"
"In post","2021","Medicine","SEO/HEO","HEO","Heterosexual / straight","355","325","36640","37890"
"In post","2021","Medicine","SEO/HEO","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Medicine","SEO/HEO","HEO","Undeclared","35","30","37240","37890"
"In post","2021","Medicine","SEO/HEO","HEO","Unknown","95","85","35970","37890"
"In post","2021","Medicine","SEO/HEO","SEO","Heterosexual / straight","170","150","43040","44130"
"In post","2021","Medicine","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Medicine","SEO/HEO","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Medicine","SEO/HEO","SEO","Unknown","40","35","42190","41720"
"In post","2021","Medicine","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","AA/AO","AA","Heterosexual / straight","6810","6005","19910","20600"
"In post","2021","Operational Delivery","AA/AO","AA","LGBO","415","395","20200","20600"
"In post","2021","Operational Delivery","AA/AO","AA","Undeclared","1405","1150","19470","20070"
"In post","2021","Operational Delivery","AA/AO","AA","Unknown","3020","2630","20470","20600"
"In post","2021","Operational Delivery","AA/AO","AO","Heterosexual / straight","42605","38490","23450","21590"
"In post","2021","Operational Delivery","AA/AO","AO","LGBO","2480","2370","24030","22350"
"In post","2021","Operational Delivery","AA/AO","AO","Undeclared","6215","5475","23270","21590"
"In post","2021","Operational Delivery","AA/AO","AO","Unknown","17990","16170","23450","21440"
"In post","2021","Operational Delivery","EO","EO","Heterosexual / straight","30010","27880","27600","26780"
"In post","2021","Operational Delivery","EO","EO","LGBO","1530","1480","27530","26410"
"In post","2021","Operational Delivery","EO","EO","Undeclared","5065","4600","27910","27230"
"In post","2021","Operational Delivery","EO","EO","Unknown","8485","7880","28240","27130"
"In post","2021","Operational Delivery","G6/G7","G6","Heterosexual / straight","1135","1110","69690","67330"
"In post","2021","Operational Delivery","G6/G7","G6","LGBO","75","75","69060","65380"
"In post","2021","Operational Delivery","G6/G7","G6","Undeclared","155","150","71280","68610"
"In post","2021","Operational Delivery","G6/G7","G6","Unknown","260","255","69580","67370"
"In post","2021","Operational Delivery","G6/G7","G7","Heterosexual / straight","3465","3365","55170","53430"
"In post","2021","Operational Delivery","G6/G7","G7","LGBO","180","180","55320","53600"
"In post","2021","Operational Delivery","G6/G7","G7","Undeclared","500","490","55890","54400"
"In post","2021","Operational Delivery","G6/G7","G7","Unknown","770","745","54340","53000"
"In post","2021","Operational Delivery","SCS level","SCS level","Heterosexual / straight","490","480","92090","84340"
