"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Government Legal Department","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Government Legal Department","EO","EO","40","40","27860","27580"
"In post","2021","Asian","Government Legal Department","G6/G7","G6","60","55","66630","65680"
"In post","2021","Asian","Government Legal Department","G6/G7","G7","105","95","52210","51250"
"In post","2021","Asian","Government Legal Department","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Government Legal Department","SEO/HEO","HEO","30","30","[c]","[c]"
"In post","2021","Asian","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","EO","EO","10","10","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","AA/AO","AA","90","80","18090","17780"
"In post","2021","Asian","HM Courts and Tribunals Service","AA/AO","AO","845","735","21070","20650"
"In post","2021","Asian","HM Courts and Tribunals Service","EO","EO","235","220","25020","25560"
"In post","2021","Asian","HM Courts and Tribunals Service","G6/G7","G7","30","30","57390","55490"
"In post","2021","Asian","HM Courts and Tribunals Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","SEO/HEO","HEO","130","125","28910","30850"
"In post","2021","Asian","HM Courts and Tribunals Service","SEO/HEO","SEO","145","135","39570","38640"
"In post","2021","Asian","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","AA/AO","AO","75","70","22900","22350"
"In post","2021","Asian","HM Land Registry","EO","EO","70","60","27940","27130"
"In post","2021","Asian","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Asian","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Land Registry","SEO/HEO","HEO","30","30","35250","33840"
"In post","2021","Asian","HM Land Registry","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","AA/AO","AA","145","140","22270","21550"
"In post","2021","Asian","HM Prison and Probation Service","AA/AO","AO","430","415","28310","27770"
"In post","2021","Asian","HM Prison and Probation Service","EO","EO","115","110","30340","30110"
"In post","2021","Asian","HM Prison and Probation Service","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","HM Prison and Probation Service","SEO/HEO","HEO","200","165","36370","36210"
"In post","2021","Asian","HM Prison and Probation Service","SEO/HEO","SEO","85","80","50550","51330"
"In post","2021","Asian","HM Prison and Probation Service","Unknown","Unknown","520","480","29220","28200"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","AA/AO","AO","1340","1175","21100","20140"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","EO","EO","1025","970","27190","25560"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","G6","75","75","68030","71290"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","G6/G7","G7","305","300","54870","52580"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","1050","1020","33490","31810"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","360","355","39510","38630"
"In post","2021","Asian","HM Treasury (excl. agencies)","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","EO","EO","30","30","26790","26750"
"In post","2021","Asian","HM Treasury (excl. agencies)","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","G6/G7","G7","45","45","54650","52840"
"In post","2021","Asian","HM Treasury (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","HM Treasury (excl. agencies)","SEO/HEO","HEO","80","80","35240","32960"
"In post","2021","Asian","Home Office (incl. agencies)","AA/AO","AA","150","130","21320","22210"
"In post","2021","Asian","Home Office (incl. agencies)","AA/AO","AO","1065","935","23700","25630"
"In post","2021","Asian","Home Office (incl. agencies)","EO","EO","1880","1735","28090","28760"
"In post","2021","Asian","Home Office (incl. agencies)","G6/G7","G6","50","50","70760","68940"
"In post","2021","Asian","Home Office (incl. agencies)","G6/G7","G7","220","220","59000","57680"
"In post","2021","Asian","Home Office (incl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Home Office (incl. agencies)","SEO/HEO","HEO","680","650","34740","35070"
"In post","2021","Asian","Home Office (incl. agencies)","SEO/HEO","SEO","405","400","42630","42170"
"In post","2021","Asian","Home Office (incl. agencies)","Unknown","Unknown","35","35","[c]","[c]"
"In post","2021","Asian","Insolvency Service","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Asian","Insolvency Service","AA/AO","AO","60","55","22110","20880"
"In post","2021","Asian","Insolvency Service","EO","EO","25","25","[c]","[c]"
"In post","2021","Asian","Insolvency Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Insolvency Service","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2021","Asian","Insolvency Service","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","AA/AO","AO","25","25","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","EO","EO","25","20","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","EO","EO","70","70","27690","27400"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","20","15","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","35","35","53830","53620"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","65","60","33220","33090"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","55","55","41380","40860"
"In post","2021","Asian","Met Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","EO","EO","5","5","[c]","[c]"
"In post","2021","Asian","Met Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Asian","Met Office","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","AA/AO","AA","110","105","20200","19560"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","AA/AO","AO","225","215","24110","22550"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","EO","EO","165","160","28920","29200"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","G6/G7","G7","55","55","65470","59730"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","175","170","35840","35300"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","145","140","44640","44500"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","40","35","28770","27850"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","50","50","52960","53130"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","70","65","33700","33210"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","35","35","39550","39600"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","AA/AO","AO","30","30","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","EO","EO","100","95","25840","26410"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","G6/G7","G7","95","95","59130","58130"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","115","115","31900","31460"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","115","110","40880","40480"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","AA/AO","AO","40","40","23500","24220"
"In post","2021","Asian","National Crime Agency","EO","EO","110","105","33520","32770"
"In post","2021","Asian","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Asian","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","SEO/HEO","HEO","65","60","41170","40170"
"In post","2021","Asian","National Crime Agency","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
